DHSID_EA,sanitation_index
NM-2006-5#-00000384,3.5
NM-2000-4#-00000160,
NM-2013-6#-00000238,3.2777777777777777
NM-2000-4#-00000237,
NM-2013-6#-00000542,1.3529411764705883
NM-2006-5#-00000069,3.5625
NM-2013-6#-00000497,2.2
NM-2006-5#-00000135,2.7777777777777777
NM-2013-6#-00000443,3.647058823529412
NM-2013-6#-00000153,5.0
NM-2013-6#-00000251,1.0
NM-2013-6#-00000391,2.055555555555556
NM-2006-5#-00000074,1.947368421052632
NM-2000-4#-00000112,
NM-2013-6#-00000046,1.4736842105263157
NM-2006-5#-00000063,3.9444444444444446
NM-2013-6#-00000021,3.1875
NM-2013-6#-00000269,5.0
NM-2000-4#-00000235,
NM-2013-6#-00000398,5.0
NM-2006-5#-00000197,5.0
NM-2006-5#-00000081,4.5
NM-2006-5#-00000396,1.4
NM-2000-4#-00000077,
NM-2006-5#-00000230,3.3846153846153846
NM-2006-5#-00000006,5.0
