DHSID_EA,most_relevant_sentences
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00004083,It is considered a female spirit married to Cabarray
BO-2008-5#-00008053,6% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00005085,This explosion was strong enough to rattle windows in the school at Talabre
BO-2008-5#-00005082,"Most miners working in Chorolque do not live past 45, necessitating the need for women to also work in the mines, unlike in other parts of Bolivia where women are kept away from mines"
BO-2008-5#-00007167,"The Anhanguera-Uniderp University is a private in Campo Grande, Mato Grosso do Sul, Brazil established in 1974 and controlled by the private educational group Anhanguera"
BO-2008-5#-00004026,"Culture and education Despite its economic decline, the city attracts numerous tourists to its Carnaval de Oruro, considered one of the great folkloric events in South America for its masked ""diablada"" and Anata"
BO-2008-5#-00007162,English and Spanish are also taught as part of the official high school curriculum
BO-2008-5#-00007167,JPG|thumb|right|Campo Grande is the most important educational centre of the state
BO-2008-5#-00007167,But English and Spanish are part of the official high school curriculum
BO-2008-5#-00006013,"Within immediate walking distance is the public market, a university campus, and a number of tourist sights including the Paleontology Museum of Tarija City"
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00009039,(1992) The literacy rate of the province's population is 82
BO-2008-5#-00009031,(1992)The literacy rate of the province's population is 75
BO-2008-5#-00009031,The literacy rate of the province's population is 78
BO-2008-5#-00007150,(1992) The literacy rate of the province is 72
BO-2008-5#-00007093,(1992) The literacy rate of the province is 72
BO-2008-5#-00008008,(2001) The literacy rate of the population older than 19 years is 94. 7% with the female population
BO-2008-5#-00006045,"The generosity of Belgrano, who embraced Tristán and allowed him to keep his command symbols – they were personal friends, having been classmates at the University of Salamanca, been roommates in Madrid and loved the same woman – would cause surprise in Buenos Aires, but the decisive victory silenced the critics and earned him a prize of 40,000 pesos granted by the Assembly. Belgrano declined, asking that the money be used instead to build schools in Tucumán, Salta, Jujuy and Tarija"
BO-2008-5#-00003126,(1992) The literacy rate of the province is 78
BO-2008-5#-00007162,(1992) The literacy rate of the province increased from 84
BO-2008-5#-00006046,"There is a primary school, a secondary school, and as of August 2012 this includes bilingual intercultural teaching staff"
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00004083,It is considered a female spirit married to Cabarray
BO-2008-5#-00008053,6% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00005085,This explosion was strong enough to rattle windows in the school at Talabre
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00009039,(1992) The literacy rate of the province's population is 82
BO-2008-5#-00009031,(1992)The literacy rate of the province's population is 75
BO-2008-5#-00009031,The literacy rate of the province's population is 78
BO-2008-5#-00007150,(1992) The literacy rate of the province is 72
BO-2008-5#-00007093,(1992) The literacy rate of the province is 72
BO-2008-5#-00008008,(2001) The literacy rate of the population older than 19 years is 94. 7% with the female population
BO-2008-5#-00006045,"The generosity of Belgrano, who embraced Tristán and allowed him to keep his command symbols – they were personal friends, having been classmates at the University of Salamanca, been roommates in Madrid and loved the same woman – would cause surprise in Buenos Aires, but the decisive victory silenced the critics and earned him a prize of 40,000 pesos granted by the Assembly. Belgrano declined, asking that the money be used instead to build schools in Tucumán, Salta, Jujuy and Tarija"
BO-2008-5#-00003126,(1992) The literacy rate of the province is 78
BO-2008-5#-00007162,(1992) The literacy rate of the province increased from 84
BO-2008-5#-00006046,"There is a primary school, a secondary school, and as of August 2012 this includes bilingual intercultural teaching staff"
BO-2008-5#-00002190,"Mission The mission of the UAC-Carmen Pampa is make higher education available to young people of rural areas and those who are, for whatever reason, are unable to pursue such studies; prepare men and women who, inspired by principals of Christian vocation, are called to the service of others, with a high quality professional training and a commitment to Christian principals to guide their decisions; be in constant search for truth and goodness by way of learning/apprenticeship, research, and community extension; develop extension programs through specific projects that meet the needs felt in our communities; and integrate the successes of the university community into the countryside, strengthening and developing progress and socio-economic liberation, through academic, research and extension activities"
BO-2008-5#-00006063,Upon learning of this General Kundt scolded Toro and traveled to Alihuatá to see the situation himself
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00009039,(1992) The literacy rate of the province's population is 82
BO-2008-5#-00009031,(1992)The literacy rate of the province's population is 75
BO-2008-5#-00009031,The literacy rate of the province's population is 78
BO-2008-5#-00007150,(1992) The literacy rate of the province is 72
BO-2008-5#-00007093,(1992) The literacy rate of the province is 72
BO-2008-5#-00008008,(2001) The literacy rate of the population older than 19 years is 94. 7% with the female population
BO-2008-5#-00006045,"The generosity of Belgrano, who embraced Tristán and allowed him to keep his command symbols – they were personal friends, having been classmates at the University of Salamanca, been roommates in Madrid and loved the same woman – would cause surprise in Buenos Aires, but the decisive victory silenced the critics and earned him a prize of 40,000 pesos granted by the Assembly. Belgrano declined, asking that the money be used instead to build schools in Tucumán, Salta, Jujuy and Tarija"
BO-2008-5#-00003126,(1992) The literacy rate of the province is 78
BO-2008-5#-00007162,(1992) The literacy rate of the province increased from 84
BO-2008-5#-00006046,"There is a primary school, a secondary school, and as of August 2012 this includes bilingual intercultural teaching staff"
BO-2008-5#-00002190,"Mission The mission of the UAC-Carmen Pampa is make higher education available to young people of rural areas and those who are, for whatever reason, are unable to pursue such studies; prepare men and women who, inspired by principals of Christian vocation, are called to the service of others, with a high quality professional training and a commitment to Christian principals to guide their decisions; be in constant search for truth and goodness by way of learning/apprenticeship, research, and community extension; develop extension programs through specific projects that meet the needs felt in our communities; and integrate the successes of the university community into the countryside, strengthening and developing progress and socio-economic liberation, through academic, research and extension activities"
BO-2008-5#-00006063,Upon learning of this General Kundt scolded Toro and traveled to Alihuatá to see the situation himself
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00004083,It is considered a female spirit married to Cabarray
BO-2008-5#-00008053,6% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00005085,This explosion was strong enough to rattle windows in the school at Talabre
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00009039,(1992) The literacy rate of the province's population is 82
BO-2008-5#-00009031,(1992)The literacy rate of the province's population is 75
BO-2008-5#-00009031,The literacy rate of the province's population is 78
BO-2008-5#-00007150,(1992) The literacy rate of the province is 72
BO-2008-5#-00007093,(1992) The literacy rate of the province is 72
BO-2008-5#-00008008,(2001) The literacy rate of the population older than 19 years is 94. 7% with the female population
BO-2008-5#-00006045,"The generosity of Belgrano, who embraced Tristán and allowed him to keep his command symbols – they were personal friends, having been classmates at the University of Salamanca, been roommates in Madrid and loved the same woman – would cause surprise in Buenos Aires, but the decisive victory silenced the critics and earned him a prize of 40,000 pesos granted by the Assembly. Belgrano declined, asking that the money be used instead to build schools in Tucumán, Salta, Jujuy and Tarija"
BO-2008-5#-00003126,(1992) The literacy rate of the province is 78
BO-2008-5#-00007162,(1992) The literacy rate of the province increased from 84
BO-2008-5#-00006046,"There is a primary school, a secondary school, and as of August 2012 this includes bilingual intercultural teaching staff"
BO-2008-5#-00004026,"Culture and education Despite its economic decline, the city attracts numerous tourists to its Carnaval de Oruro, considered one of the great folkloric events in South America for its masked ""diablada"" and Anata"
BO-2008-5#-00007162,English and Spanish are also taught as part of the official high school curriculum
BO-2008-5#-00007167,JPG|thumb|right|Campo Grande is the most important educational centre of the state
BO-2008-5#-00007167,But English and Spanish are part of the official high school curriculum
BO-2008-5#-00006013,"Within immediate walking distance is the public market, a university campus, and a number of tourist sights including the Paleontology Museum of Tarija City"
BO-2008-5#-00005082,"Most miners working in Chorolque do not live past 45, necessitating the need for women to also work in the mines, unlike in other parts of Bolivia where women are kept away from mines"
BO-2008-5#-00007167,"The Anhanguera-Uniderp University is a private in Campo Grande, Mato Grosso do Sul, Brazil established in 1974 and controlled by the private educational group Anhanguera"
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00004083,It is considered a female spirit married to Cabarray
BO-2008-5#-00008053,6% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00002063,"The Southern Association of Colleges and Schools accredited the school in 1968, and during the same year the Bolivian Ministry of Education began to allow graduates of the school to obtain Bolivian bachillerato high school diplomas. When the school purchased the campus the ""Casa del Sol"" and ""Patino House"" were already present, and the school later constructed and demolished additional buildings"
BO-2008-5#-00005084,The participants of this event were secondary students
BO-2008-5#-00002063,See also Catholic Church in Bolivia Education in Bolivia List of Jesuit schools References Category:Jesuit primary schools in Bolivia Category:Schools in La Paz Category:Jesuit secondary schools in Bolivia Category:1963 establishments in Bolivia Category:Educational institutions established in 1963
BO-2008-5#-00005085,"One female figurine is made out of silver, a male one is made out of thorny oyster. Another figurine representing a woman was also found there in 1971, in red miniature clothing with decorations too, as well as a red feather"
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00004083,It is considered a female spirit married to Cabarray
BO-2008-5#-00008053,6% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00005082,"Most miners working in Chorolque do not live past 45, necessitating the need for women to also work in the mines, unlike in other parts of Bolivia where women are kept away from mines"
BO-2008-5#-00007049,Since then it has only operated local flights and the landing and departure of students of the Bolivian Air Force
BO-2008-5#-00002170,Among them was the wife of the then-U
BO-2008-5#-00002054,"The Institute compiles statistics ranging from the area of its provinces and municipalities to population structure, and demographics and education"
BO-2008-5#-00004059,"The Spanish garrisons reacted with panic after learning of Tristan's defeat and effected a massive withdrawal of their troops from Jujuy and Potosi towards Oruro, in central Upper Peru"
BO-2008-5#-00003068,Education thumbnail|160px|left| Pupils of the Escuela Unidad Experimental in Vacas during the parade of August 6 As to education all types of schools are available in or next to Vacas
BO-2008-5#-00004026,"Culture and education Despite its economic decline, the city attracts numerous tourists to its Carnaval de Oruro, considered one of the great folkloric events in South America for its masked ""diablada"" and Anata"
BO-2008-5#-00007162,English and Spanish are also taught as part of the official high school curriculum
BO-2008-5#-00007167,JPG|thumb|right|Campo Grande is the most important educational centre of the state
BO-2008-5#-00007167,But English and Spanish are part of the official high school curriculum
BO-2008-5#-00006013,"Within immediate walking distance is the public market, a university campus, and a number of tourist sights including the Paleontology Museum of Tarija City"
