DHSID_EA,asset_index,sanitation_index,water_index,women_edu
HT-2006-5#-00000032,-0.6573535793462317,1.8823529411764703,5.0,3.896551724137931
HT-2016-7#-00000067,-0.3653235151079422,2.4,3.6666666666666665,7.67741935483871
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2016-7#-00000067,-0.3653235151079422,2.4,3.6666666666666665,7.67741935483871
HT-2012-6#-00000098,1.842566219773023,3.5172413793103448,4.931034482758621,8.854545454545455
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2012-6#-00000073,0.90502999515173,2.833333333333333,4.566666666666666,6.386363636363637
HT-2006-5#-00000032,-0.6573535793462317,1.8823529411764703,5.0,3.896551724137931
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2016-7#-00000298,-0.3197321248059836,2.333333333333333,4.2,6.694444444444445
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2016-7#-00000142,1.3546825127040254,3.3,4.5,8.115384615384615
HT-2012-6#-00000445,-1.083698671708805,1.827586206896552,3.1724137931034484,9.0
HT-2012-6#-00000342,-0.9934831563274396,2.8,4.5,6.666666666666667
HT-2012-6#-00000371,-0.7025827854998624,2.206896551724138,4.758620689655173,5.548387096774194
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000067,-0.3653235151079422,2.4,3.6666666666666665,7.67741935483871
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2000-4#-00000131,,,,4.541666666666667
HT-2012-6#-00000443,-1.5540609357092663,2.0,1.2,5.291666666666667
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
HT-2016-7#-00000379,-2.5869455542136466,1.3666666666666667,1.4,5.588235294117647
