DHSID_EA,water_index
AL-2017-7#-00000435,
AL-2017-7#-00000378,
AL-2017-7#-00000349,
AL-2008-5#-00000035,4.9
AL-2008-5#-00000279,4.105263157894737
AL-2017-7#-00000657,
AL-2017-7#-00000443,
AL-2017-7#-00000573,
AL-2017-7#-00000459,
AL-2008-5#-00000426,2.25
AL-2017-7#-00000445,
AL-2017-7#-00000352,
AL-2017-7#-00000708,
AL-2017-7#-00000548,
AL-2017-7#-00000622,
AL-2017-7#-00000377,
AL-2008-5#-00000081,5.0
AL-2017-7#-00000120,
AL-2008-5#-00000395,4.6923076923076925
AL-2008-5#-00000338,4.647058823529412
AL-2017-7#-00000236,
AL-2017-7#-00000703,
AL-2017-7#-00000432,
AL-2008-5#-00000326,5.0
AL-2017-7#-00000323,
AL-2017-7#-00000327,
AL-2017-7#-00000425,
AL-2008-5#-00000104,5.0
AL-2017-7#-00000691,
AL-2017-7#-00000709,
AL-2017-7#-00000409,
AL-2008-5#-00000336,4.35
AL-2017-7#-00000452,
AL-2008-5#-00000010,5.0
AL-2017-7#-00000131,
AL-2017-7#-00000227,
AL-2008-5#-00000422,1.7894736842105263
AL-2008-5#-00000304,2.7058823529411766
AL-2017-7#-00000018,
AL-2008-5#-00000294,2.0
AL-2017-7#-00000440,
AL-2017-7#-00000456,
AL-2017-7#-00000500,
AL-2017-7#-00000564,
AL-2008-5#-00000164,4.578947368421052
AL-2008-5#-00000033,4.6
AL-2008-5#-00000307,4.529411764705882
AL-2017-7#-00000547,
AL-2017-7#-00000149,
AL-2008-5#-00000280,5.0
AL-2008-5#-00000132,4.666666666666667
AL-2008-5#-00000334,5.0
AL-2008-5#-00000048,5.0
AL-2017-7#-00000150,
AL-2017-7#-00000599,
AL-2017-7#-00000616,
AL-2008-5#-00000032,5.0
AL-2017-7#-00000301,
AL-2008-5#-00000298,3.5789473684210527
AL-2017-7#-00000460,
AL-2017-7#-00000649,
AL-2017-7#-00000625,
AL-2008-5#-00000313,3.75
AL-2017-7#-00000408,
AL-2008-5#-00000169,4.2105263157894735
AL-2017-7#-00000069,
AL-2017-7#-00000376,
AL-2017-7#-00000242,
AL-2017-7#-00000067,
AL-2017-7#-00000026,
AL-2017-7#-00000025,
AL-2017-7#-00000391,
