DHSID_EA,asset_index,sanitation_index,water_index,women_edu
SN-2008-5Z-00000235,-1.348158816578809,2.9,3.2666666666666666,2.4
SN-2010-6#-00000174,0.8107560456176729,3.0,4.428571428571429,3.4782608695652173
SN-2010-6#-00000174,0.8107560456176729,3.0,4.428571428571429,3.4782608695652173
SN-2008-5Z-00000217,1.325680550643072,3.8333333333333335,3.2666666666666666,3.0654205607476634
SN-2010-6#-00000174,0.8107560456176729,3.0,4.428571428571429,3.4782608695652173
SN-2005-4Z-00000169,,,,0.8461538461538461
SN-2008-5Z-00000063,-0.990897463801222,3.1,3.3,1.3015873015873016
SN-2005-4Z-00000358,,,,0.2051282051282051
SN-2015-7Z-00000193,-2.360846378085575,1.380952380952381,2.857142857142857,0.7222222222222222
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000131,1.0234618687067325,2.863636363636364,5.0,3.928571428571429
SN-2012-6Z-00000130,0.5586832769254403,3.090909090909091,5.0,1.6666666666666667
