DHSID_EA,water_index
MD-2013-6Z-00000132,4.0
MD-2011-6#-00000012,1.967741935483871
MD-2008-5#-00000069,2.96875
MD-2008-5#-00000344,3.625
MD-2008-5#-00000055,1.3870967741935485
MD-1997-3#-00000143,
MD-1997-3#-00000027,
MD-2016-7#-00000026,3.21875
MD-1997-3#-00000008,
MD-2008-5#-00000462,3.774193548387097
MD-2013-6Z-00000105,3.03125
MD-2008-5#-00000405,4.0
MD-2011-6#-00000163,1.3214285714285714
MD-1997-3#-00000040,
MD-2013-6Z-00000176,4.625
MD-2008-5#-00000372,4.5
MD-2011-6#-00000185,3.75
MD-1997-3#-00000085,
MD-2008-5#-00000457,4.214285714285714
MD-2013-6Z-00000022,4.46875
MD-2008-5#-00000564,3.8125
MD-2011-6#-00000256,4.0
MD-2016-7#-00000006,1.84375
