DHSID_EA,sanitation_index
LS-2014-7#-00000292,2.608695652173913
LS-2004-4#-00000301,
LS-2009-6#-00000014,2.375
LS-2009-6#-00000250,2.4
LS-2014-7#-00000140,1.0
LS-2004-4#-00000309,
LS-2009-6#-00000352,3.04
LS-2009-6#-00000207,1.0476190476190477
LS-2014-7#-00000127,2.380952380952381
LS-2009-6#-00000227,1.9090909090909087
LS-2009-6#-00000226,1.2083333333333333
LS-2014-7#-00000199,3.8181818181818175
LS-2004-4#-00000338,
LS-2004-4#-00000213,
LS-2009-6#-00000229,1.1304347826086956
LS-2004-4#-00000332,
LS-2004-4#-00000404,
LS-2014-7#-00000144,1.0
LS-2014-7#-00000120,1.96
LS-2004-4#-00000176,
LS-2009-6#-00000034,3.869565217391304
LS-2014-7#-00000223,1.9565217391304348
LS-2009-6#-00000211,1.04
LS-2014-7#-00000184,1.96
LS-2004-4#-00000195,
LS-2014-7#-00000047,3.64
LS-2004-4#-00000234,
LS-2004-4#-00000311,
LS-2014-7#-00000388,3.8
LS-2004-4#-00000114,
