DHSID_EA,asset_index
PE-2000-4#-00000347,
PE-2000-4#-00000319,
PE-2009-5Z-00000419,-0.707071456654083
PE-2000-4#-00000070,
PE-2000-4#-00000460,
PE-2009-5Z-00000001,1.2006467082051195
PE-2000-4#-00000069,
PE-2009-5Z-00000045,2.828481373627532
PE-2009-5Z-00000721,1.4177041197231102
PE-2009-5Z-00000261,-0.2152376136082534
PE-2000-4#-00000938,
PE-2009-5Z-00000881,-0.2593522535170726
PE-2009-5Z-00000435,2.260869597502526
PE-2000-4#-00000533,
PE-2000-4#-00000032,
PE-2009-5Z-00000027,-2.210743557778925
PE-2000-4#-00000992,
PE-2000-4#-00000207,
PE-2009-5Z-00000214,-1.331383086218476
PE-2000-4#-00000679,
PE-2009-5Z-00000580,2.960651563844552
PE-2000-4#-00000199,
PE-2009-5Z-00000954,-0.2560807226632689
PE-2009-5Z-00000217,3.022054037608303
PE-2000-4#-00000518,
PE-2000-4#-00001161,
PE-2000-4#-00000115,
PE-2009-5Z-00000551,-1.3462850258729997
PE-2000-4#-00000939,
PE-2000-4#-00000982,
PE-2009-5Z-00000831,-1.9092653546660967
PE-2009-5Z-00000900,0.485813982752569
PE-2000-4#-00001189,
PE-2009-5Z-00001040,1.8489431168616293
PE-2009-5Z-00001085,-0.5540176093612655
PE-2009-5Z-00001131,-3.2445685859436524
PE-2000-4#-00000055,
PE-2009-5Z-00000943,-0.2348635359483675
PE-2009-5Z-00000971,-0.0948175757315153
PE-2000-4#-00001343,
PE-2000-4#-00000603,
PE-2009-5Z-00001046,-1.0366076730721427
PE-2000-4#-00000677,
PE-2009-5Z-00001080,-0.0802884182655658
PE-2009-5Z-00000416,-0.4948921962692448
PE-2009-5Z-00000272,1.8608640819219089
PE-2000-4#-00000863,
PE-2000-4#-00000731,
PE-2000-4#-00001308,
PE-2000-4#-00001104,
PE-2000-4#-00000839,
PE-2000-4#-00000840,
PE-2009-5Z-00000186,-1.2286032279209844
PE-2009-5Z-00000896,1.6911663006290767
PE-2009-5Z-00000251,-0.8187111169099773
PE-2000-4#-00000086,
PE-2000-4#-00001142,
PE-2009-5Z-00000485,0.4328115403003687
PE-2000-4#-00000756,
PE-2009-5Z-00000366,-3.146911517338302
PE-2000-4#-00000814,
PE-2009-5Z-00001108,0.1507080906169154
PE-2000-4#-00000725,
PE-2000-4#-00000681,
PE-2009-5Z-00000231,0.5353829882251399
PE-2000-4#-00000200,
PE-2009-5Z-00000372,-2.050452316491331
PE-2009-5Z-00000541,2.979998131909967
PE-2009-5Z-00000668,3.074797883774021
PE-2000-4#-00001222,
PE-2009-5Z-00000828,1.4821200077024523
PE-2000-4#-00000358,
PE-2000-4#-00000085,
PE-2009-5Z-00000600,2.8528494102199016
PE-2000-4#-00000795,
PE-2000-4#-00000796,
PE-2000-4#-00000843,
PE-2000-4#-00000793,
PE-2000-4#-00000828,
PE-2000-4#-00000833,
PE-2009-5Z-00000646,2.8153223645030514
PE-2000-4#-00000802,
PE-2000-4#-00000732,
