DHSID_EA,sanitation_index
CD-2013-6#-00000125,2.0588235294117645
CD-2007-5#-00000035,3.5172413793103448
CD-2007-5#-00000248,3.333333333333333
CD-2007-5#-00000280,3.4827586206896552
CD-2013-6#-00000025,2.5588235294117645
CD-2013-6#-00000466,1.9705882352941173
CD-2007-5#-00000217,3.533333333333333
CD-2013-6#-00000093,1.7647058823529411
CD-2013-6#-00000079,1.1176470588235294
CD-2007-5#-00000202,2.5
CD-2007-5#-00000144,4.0
CD-2013-6#-00000113,2.0
CD-2013-6#-00000185,2.0
CD-2007-5#-00000123,3.1666666666666665
CD-2013-6#-00000078,2.0
CD-2013-6#-00000280,1.9411764705882355
CD-2013-6#-00000179,1.9411764705882355
CD-2013-6#-00000478,2.5
CD-2007-5#-00000229,3.066666666666667
CD-2013-6#-00000506,2.411764705882353
CD-2013-6#-00000261,4.8125
CD-2007-5#-00000125,3.333333333333333
CD-2013-6#-00000508,2.0
CD-2007-5#-00000064,3.923076923076923
CD-2013-6#-00000110,2.0588235294117645
CD-2013-6#-00000494,1.1764705882352942
CD-2007-5#-00000122,3.8620689655172415
CD-2007-5#-00000221,2.862068965517241
CD-2013-6#-00000246,2.4411764705882355
CD-2013-6#-00000054,1.7352941176470589
CD-2013-6#-00000498,2.823529411764706
CD-2007-5#-00000092,3.866666666666666
