DHSID_EA,water_index
SN-2015-7Z-00000163,4.954545454545454
SN-2005-4Z-00000372,
SN-1997-3#-00000297,
SN-2018-8#-00000001,4.894736842105263
SN-2018-8#-00000035,4.636363636363637
SN-2015-7Z-00000018,4.388888888888889
SN-2005-4Z-00000051,
SN-2010-6#-00000174,4.428571428571429
SN-2005-4Z-00000020,
SN-2008-5Z-00000217,3.2666666666666666
SN-2010-6#-00000375,1.0
SN-2015-7Z-00000004,4.636363636363637
SN-2012-6Z-00000194,3.8947368421052633
SN-2010-6#-00000373,4.6
SN-1997-3#-00000120,
SN-2010-6#-00000205,5.0
