DHSID_EA,sanitation_index
ZW-2010-6#-00000130,1.962962962962963
ZW-2005-5#-00000758,2.823529411764706
ZW-2010-6#-00000343,3.6666666666666665
ZW-2015-7#-00000386,3.7142857142857135
ZW-2010-6#-00000363,5.0
ZW-2015-7#-00000321,5.0
ZW-2010-6#-00000324,4.631578947368421
ZW-2005-5#-00000394,2.2
ZW-2005-5#-00001194,4.913043478260869
ZW-2005-5#-00000898,4.823529411764706
ZW-2005-5#-00001014,1.9583333333333333
ZW-1999-4#-00000223,
ZW-2015-7#-00000170,2.259259259259259
ZW-2005-5#-00000388,2.6666666666666665
ZW-2005-5#-00000265,3.8333333333333335
ZW-2010-6#-00000116,5.0
ZW-2010-6#-00000154,1.6206896551724137
ZW-2010-6#-00000405,1.8666666666666667
ZW-2005-5#-00000599,4.909090909090909
ZW-2010-6#-00000321,5.0
ZW-1999-4#-00000120,
ZW-2005-5#-00000860,5.0
ZW-2005-5#-00000493,3.4285714285714284
ZW-2010-6#-00000223,2.142857142857143
ZW-1999-4#-00000170,
ZW-2005-5#-00000470,1.761904761904762
ZW-2015-7#-00000341,2.703703703703704
ZW-2005-5#-00000681,2.48
ZW-1999-4#-00000032,
ZW-2015-7#-00000012,2.3076923076923075
ZW-2015-7#-00000128,1.44
ZW-2015-7#-00000371,1.1071428571428572
ZW-2005-5#-00000797,2.863636363636364
ZW-2005-5#-00000167,1.1666666666666667
ZW-2005-5#-00001095,5.0
ZW-2015-7#-00000182,2.08
ZW-2010-6#-00000001,5.0
ZW-2015-7#-00000268,5.0
ZW-2005-5#-00000058,4.88
ZW-2015-7#-00000040,1.851851851851852
ZW-2015-7#-00000171,2.740740740740741
ZW-2015-7#-00000207,1.64
ZW-2015-7#-00000361,3.2142857142857144
ZW-2005-5#-00000440,2.952380952380953
ZW-2015-7#-00000204,2.4285714285714284
ZW-1999-4#-00000096,
ZW-2010-6#-00000339,1.2333333333333334
ZW-2010-6#-00000062,5.0
ZW-1999-4#-00000156,
ZW-2015-7#-00000255,5.0
ZW-2010-6#-00000296,4.578947368421052
ZW-2005-5#-00000763,1.9523809523809523
ZW-2005-5#-00000081,3.52
