DHSID_EA,water_index
LS-2004-4#-00000301,
LS-2009-6#-00000250,4.4
LS-2014-7#-00000140,1.0
LS-2009-6#-00000014,5.0
LS-2004-4#-00000309,
LS-2009-6#-00000227,3.090909090909091
LS-2009-6#-00000352,5.0
LS-2009-6#-00000207,3.142857142857143
LS-2014-7#-00000127,2.8095238095238093
LS-2009-6#-00000226,3.458333333333333
LS-2014-7#-00000292,2.9130434782608696
LS-2014-7#-00000199,5.0
LS-2004-4#-00000338,
LS-2014-7#-00000144,2.32
LS-2004-4#-00000213,
LS-2009-6#-00000229,4.739130434782608
LS-2004-4#-00000332,
LS-2004-4#-00000404,
LS-2014-7#-00000190,4.869565217391305
LS-2009-6#-00000087,5.0
LS-2014-7#-00000120,4.24
LS-2004-4#-00000176,
LS-2009-6#-00000034,4.608695652173913
LS-2014-7#-00000223,2.3043478260869565
LS-2009-6#-00000211,2.68
LS-2014-7#-00000184,3.2
LS-2014-7#-00000250,3.68
LS-2014-7#-00000041,3.363636363636364
LS-2014-7#-00000217,4.16
LS-2009-6#-00000112,5.0
LS-2004-4#-00000195,
LS-2004-4#-00000311,
LS-2014-7#-00000117,4.142857142857143
LS-2014-7#-00000388,4.12
LS-2004-4#-00000114,
LS-2009-6#-00000228,4.291666666666667
