DHSID_EA,asset_index
BD-2011-6#-00000194,
BD-2011-6#-00000200,
BD-2017-7Z-00000250,3.262218398388306
BD-2017-7Z-00000337,-0.0862204072953451
BD-2014-7#-00000116,-0.2825041408402769
BD-2000-4#-00000435,
BD-2017-7Z-00000258,3.25477476040212
BD-2007-5#-00000153,-0.5990582697839867
BD-2017-7Z-00000175,1.65381189683705
BD-2017-7Z-00000256,2.668727056232839
BD-2017-7Z-00000247,2.5153424127843995
BD-2011-6#-00000098,
BD-2004-4Z-00000528,
BD-2017-7Z-00000668,1.4318084949950196
BD-2014-7#-00000251,1.5252978040344845
BD-2000-4#-00000415,
BD-2007-5#-00000244,-1.5755510092951095
BD-2011-6#-00000118,
BD-2007-5#-00000133,-2.236909018633976
BD-2011-6#-00000267,
BD-2011-6#-00000371,
BD-2017-7Z-00000585,0.8123313636626632
BD-2011-6#-00000172,
BD-2017-7Z-00000249,2.7986026063308875
BD-2014-7#-00000577,0.2327696564896171
BD-2014-7#-00000148,1.263844668738786
BD-2014-7#-00000339,0.124573882216745
BD-2007-5#-00000055,-1.1800157285142412
BD-2000-4#-00000496,
BD-2011-6#-00000197,
BD-2014-7#-00000443,1.542827606200209
BD-2014-7#-00000159,2.191765024426726
BD-2017-7Z-00000269,-0.1814883954306096
BD-2011-6#-00000151,
BD-2007-5#-00000159,2.022065681221892
BD-2017-7Z-00000254,1.5945238551814271
BD-2014-7#-00000117,-0.6271967964394919
BD-2017-7Z-00000244,2.445618220634426
BD-2007-5#-00000168,2.6616318144618645
BD-2011-6#-00000168,
BD-2017-7Z-00000427,-0.3986274809137292
BD-2000-4#-00000482,
BD-2007-5#-00000303,0.0763523370774926
BD-2017-7Z-00000223,1.811609712475204
BD-2004-4Z-00000075,
BD-2011-6#-00000211,
BD-2011-6#-00000559,
BD-2017-7Z-00000217,2.2641678404050847
BD-2014-7#-00000147,0.9421428197723136
BD-2000-4#-00000242,
BD-2004-4Z-00000147,
BD-2000-4#-00000282,
BD-2014-7#-00000270,2.7129881198625103
BD-2014-7#-00000156,2.567259457037916
BD-2000-4#-00000398,
BD-2017-7Z-00000647,0.7545667244044693
BD-2004-4Z-00000039,
BD-2011-6#-00000334,
BD-2011-6#-00000540,
BD-2014-7#-00000192,0.4127697039153108
BD-2004-4Z-00000522,
BD-2017-7Z-00000255,2.306979939925556
BD-2000-4#-00000417,
BD-2007-5#-00000063,-0.4500474952471106
BD-2014-7#-00000264,2.140204469657176
BD-2014-7#-00000160,0.6493451391002699
BD-2011-6#-00000477,
BD-2014-7#-00000344,0.0295812825822154
BD-2011-6#-00000326,
BD-2007-5#-00000163,2.0083029336134124
BD-2011-6#-00000521,
BD-2007-5#-00000154,1.2993357984932696
BD-2000-4#-00000491,
BD-2004-4Z-00000310,
BD-2011-6#-00000376,
BD-2014-7#-00000096,-1.0304203860307597
BD-2014-7#-00000158,2.4901636441831125
BD-2017-7Z-00000243,2.890917957280997
BD-2014-7#-00000164,1.721416425734091
BD-2004-4Z-00000323,
BD-2007-5#-00000155,2.2057288267832047
BD-2011-6#-00000125,
BD-2017-7Z-00000061,1.7723674307603898
BD-2007-5#-00000253,-2.00051889294894
BD-2017-7Z-00000251,3.306428981067591
