DHSID_EA,women_edu
GU-2015-7#-00000456,7.3076923076923075
GU-2015-7#-00000479,3.1666666666666665
GU-2015-7#-00000852,8.862068965517242
GU-2015-7#-00000680,7.071428571428571
GU-2015-7#-00000199,8.2
GU-2015-7#-00000674,3.7
GU-2015-7#-00000027,13.0
GU-2015-7#-00000007,12.473684210526317
GU-2015-7#-00000655,4.277777777777778
GU-2015-7#-00000168,7.733333333333333
GU-2015-7#-00000524,3.333333333333333
GU-2015-7#-00000661,5.466666666666667
GU-2015-7#-00000182,9.333333333333334
GU-2015-7#-00000614,9.235294117647058
GU-2015-7#-00000023,9.61111111111111
GU-2015-7#-00000515,2.5526315789473686
GU-2015-7#-00000677,6.40625
GU-2015-7#-00000830,9.357142857142858
GU-2015-7#-00000170,3.6774193548387095
GU-2015-7#-00000010,11.25
GU-2015-7#-00000050,12.875
GU-2015-7#-00000029,11.058823529411764
GU-2015-7#-00000649,7.366666666666666
GU-2015-7#-00000645,3.185185185185185
GU-2015-7#-00000025,10.909090909090908
GU-2015-7#-00000679,2.7142857142857144
GU-2015-7#-00000026,7.966666666666667
GU-2015-7#-00000696,6.1
GU-2015-7#-00000008,8.44
GU-2015-7#-00000088,5.277777777777778
GU-2015-7#-00000567,7.5
GU-2015-7#-00000840,6.9
GU-2015-7#-00000497,6.387096774193548
