DHSID_EA,sanitation_index
NP-2001-4#-00002303,
NP-2011-6#-00000907,2.5365853658536586
NP-2016-7Z-00000117,5.0
NP-2006-5#-00000303,3.0588235294117645
NP-2001-4#-00003603,
NP-2011-6#-00001101,2.1463414634146343
NP-2006-5#-00006601,2.0
NP-2006-5#-00002502,5.0
NP-2001-4#-00001202,
NP-2006-5#-00005001,1.0
NP-2011-6#-00004401,4.358974358974359
NP-2016-7Z-00000214,3.962962962962963
NP-2016-7Z-00000192,4.7407407407407405
NP-2001-4#-00003901,
NP-2016-7Z-00000181,4.566666666666666
NP-2006-5#-00003801,4.769230769230769
NP-2006-5#-00004002,5.0
NP-2016-7Z-00000205,4.4
NP-2016-7Z-00000097,1.8666666666666667
NP-2006-5#-00004201,1.2352941176470589
NP-2016-7Z-00000342,4.827586206896552
NP-2001-4#-00004906,
NP-2006-5#-00001501,2.0
NP-2001-4#-00002901,
NP-2016-7Z-00000002,4.433333333333334
NP-2001-4#-00000602,
NP-2006-5#-00000601,1.3333333333333333
NP-2016-7Z-00000123,5.0
NP-2011-6#-00002712,5.0
NP-2016-7Z-00000178,4.866666666666666
NP-2006-5#-00003103,5.0
NP-2016-7Z-00000326,3.071428571428572
NP-2011-6#-00001405,2.5641025641025643
NP-2001-4#-00001602,
NP-2011-6#-00000904,1.5121951219512195
NP-2011-6#-00007502,2.8297872340425534
NP-2016-7Z-00000376,4.724137931034483
NP-2001-4#-00000201,
NP-2001-4#-00001505,
NP-2001-4#-00003902,
NP-2016-7Z-00000007,4.758620689655173
NP-2001-4#-00000402,
NP-2006-5#-00000404,2.3142857142857145
NP-2011-6#-00007004,2.8536585365853657
NP-2006-5#-00003601,3.1142857142857143
NP-2006-5#-00004301,2.870967741935484
NP-2011-6#-00002902,1.8974358974358967
NP-2011-6#-00000607,4.487804878048781
NP-2001-4#-00003502,
NP-2016-7Z-00000271,4.633333333333334
NP-2016-7Z-00000301,3.827586206896552
