DHSID_EA,asset_index
NM-2013-6#-00000497,0.3319366137822474
NM-2006-5#-00000069,1.0588821233952317
NM-2013-6#-00000443,1.4813684415818162
NM-2000-4#-00000112,
NM-2013-6#-00000406,2.4503763372737217
NM-2013-6#-00000343,2.598964994581612
NM-2000-4#-00000160,
NM-2013-6#-00000238,1.2723697810716077
NM-2000-4#-00000237,
NM-2006-5#-00000117,2.14148806924002
NM-2000-4#-00000054,
NM-2006-5#-00000063,1.0267371457930965
NM-2013-6#-00000292,-1.2210322980525747
NM-2000-4#-00000074,
NM-2013-6#-00000381,2.880561438397172
NM-2006-5#-00000081,2.401866053177989
NM-2006-5#-00000203,2.333337680614483
