DHSID_EA,water_index
GA-2012-6#-00000307,5.0
GA-2012-6#-00000327,4.576923076923077
GA-2012-6#-00000215,5.0
GA-2012-6#-00000015,3.1333333333333333
GA-2012-6#-00000146,4.966666666666667
GA-2012-6#-00000318,3.3
GA-2012-6#-00000264,5.0
GA-2012-6#-00000064,2.833333333333333
GA-2012-6#-00000209,2.1
GA-2012-6#-00000269,2.862068965517241
GA-2012-6#-00000026,5.0
GA-2012-6#-00000187,3.965517241379312
GA-2012-6#-00000111,1.2758620689655171
GA-2012-6#-00000005,5.0
GA-2012-6#-00000145,2.8
GA-2012-6#-00000333,1.8888888888888888
