DHSID_EA,asset_index
EG-2003-4Z-02350426,
EG-2008-5Z-00000542,
EG-2005-5#-06710203,
EG-2008-5Z-00000417,
EG-2008-5Z-00000457,
EG-2005-5#-00761004,
EG-2008-5Z-00000546,
EG-2000-4#-00320305,
EG-2000-4#-00230402,
EG-2014-6#-01080202,2.7061346931953487
EG-2008-5Z-00000313,
EG-2003-4Z-03020217,
EG-2005-5#-00360201,
EG-2014-6#-08680204,1.0452563756016773
EG-2008-5Z-00000379,
EG-2008-5Z-00000615,
EG-2014-6#-05441005,2.9854144779684533
EG-2003-4Z-00260210,
EG-2000-4#-04650102,
EG-2005-5#-00310204,
EG-2000-4#-00220103,
EG-2008-5Z-00000532,
EG-2014-6#-04410702,3.0982320872536846
EG-2014-6#-01722304,3.087089697585094
EG-2000-4#-00290105,
EG-2014-6#-00910102,2.768586359300384
EG-2014-6#-00910105,3.0007719225532146
EG-2014-6#-00510404,3.058278549009434
EG-2008-5Z-00000620,
EG-2005-5#-06480103,
EG-2008-5Z-00000130,
EG-2008-5Z-00000295,
EG-2000-4#-04340301,
EG-2014-6#-00490102,3.017560818619172
EG-2003-4Z-00301007,
EG-2014-6#-00410103,3.0958238203951667
EG-2005-5#-01270103,
EG-2014-6#-00881504,2.963648701699796
EG-2014-6#-00430103,2.9697378542144945
EG-2014-6#-00080804,3.0939222565428204
EG-2003-4Z-00250201,
EG-2014-6#-05520504,3.17297503477564
EG-2008-5Z-00000124,
EG-2008-5Z-00000005,
EG-2003-4Z-00270208,
EG-2008-5Z-00001108,
EG-2005-5#-06780101,
EG-2008-5Z-00000968,
EG-2008-5Z-00001071,
EG-2014-6#-08810103,0.7442547564051998
EG-2014-6#-00410105,3.1737291659853244
EG-2014-6#-06360103,2.160363727082108
EG-2008-5Z-00000827,
EG-2005-5#-04450201,
EG-2005-5#-03470301,
EG-2008-5Z-00000222,
EG-2014-6#-01100403,2.660206967576613
EG-2000-4#-00310101,
EG-2014-6#-00420101,2.712147874294904
EG-2014-6#-06810301,1.5510833670715396
EG-2005-5#-03226008,
EG-2003-4Z-00260204,
EG-2008-5Z-00001258,
EG-2014-6#-00460303,3.1397103505377624
EG-2000-4#-04940101,
EG-2008-5Z-00000905,
EG-2008-5Z-00000043,
EG-2014-6#-00500201,3.257153586172703
EG-2005-5#-00342301,
EG-2008-5Z-00000366,
