DHSID_EA,asset_index,sanitation_index,water_index,women_edu
CO-2010-6#-00000648,2.32130478867446,4.818181818181818,4.818181818181818,9.038461538461538
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00000076,2.3202075509700806,5.0,4.888888888888889,7.181818181818182
CO-2010-6#-00002836,1.6705889158765956,4.555555555555555,3.6666666666666665,7.2
CO-2010-6#-00001140,0.8022045417523553,3.333333333333333,3.333333333333333,6.0
CO-2010-6#-00001336,-0.190308933502564,3.625,1.0,
CO-2010-6#-00003528,0.7889531325852799,4.0,2.2,6.833333333333333
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00004234,2.0612760647356287,5.0,3.571428571428572,9.733333333333333
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00000861,1.4457745112583102,4.923076923076923,4.846153846153846,6.230769230769231
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00001351,2.8331721713530027,5.0,5.0,11.727272727272728
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00001643,-0.625760113273232,3.142857142857143,1.0,5.0
CO-2010-6#-00003645,1.0343260542828765,4.222222222222222,4.333333333333333,6.75
CO-2010-6#-00004110,2.774052131969771,5.0,5.0,8.875
CO-2010-6#-00003633,1.227407014840653,4.142857142857143,3.857142857142857,5.111111111111111
CO-2010-6#-00003867,2.5669627372829447,5.0,5.0,5.833333333333333
CO-2010-6#-00004108,0.1750845381357276,3.1818181818181817,3.5454545454545454,6.333333333333333
CO-2010-6#-00001871,2.982581555699141,5.0,5.0,
CO-2010-6#-00004651,2.8279904149058424,5.0,5.0,
CO-2010-6#-00002922,1.4450062378140278,3.5,4.5,5.625
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00003645,1.0343260542828765,4.222222222222222,4.333333333333333,6.75
CO-2010-6#-00003645,1.0343260542828765,4.222222222222222,4.333333333333333,6.75
CO-2010-6#-00001251,2.8261291904425923,5.0,5.0,8.11111111111111
CO-2010-6#-00004217,2.511083786099133,5.0,4.473684210526316,10.105263157894736
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00002269,0.7389098016118415,4.1,2.4,5.545454545454546
CO-2010-6#-00002122,2.378194294333964,4.75,4.833333333333333,5.875
CO-2010-6#-00002115,1.9960232778764144,4.090909090909091,4.636363636363637,6.6923076923076925
CO-2010-6#-00002031,2.7147260078955777,5.0,5.0,5.444444444444445
CO-2010-6#-00004108,0.1750845381357276,3.1818181818181817,3.5454545454545454,6.333333333333333
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00003633,1.227407014840653,4.142857142857143,3.857142857142857,5.111111111111111
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00003788,2.759168347427781,5.0,5.0,8.142857142857142
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00000095,-2.63771859334021,1.0,3.0,0.4
CO-2010-6#-00004646,3.097929881424732,5.0,5.0,
CO-2010-6#-00001267,2.729852053907909,5.0,5.0,6.785714285714286
CO-2010-6#-00004070,1.0036043556287433,4.166666666666667,2.6666666666666665,4.25
CO-2010-6#-00004070,1.0036043556287433,4.166666666666667,2.6666666666666665,4.25
CO-2010-6#-00004108,0.1750845381357276,3.1818181818181817,3.5454545454545454,6.333333333333333
CO-2010-6#-00001149,-0.4659550666687961,2.909090909090909,1.0,4.75
CO-2010-6#-00002097,2.3353374421010296,5.0,5.0,5.3
CO-2010-6#-00004108,0.1750845381357276,3.1818181818181817,3.5454545454545454,6.333333333333333
CO-2010-6#-00003244,3.131383572058625,5.0,5.0,
CO-2010-6#-00003628,0.963568688111798,4.833333333333333,1.0,8.636363636363637
CO-2010-6#-00004868,2.632281882303676,5.0,5.0,8.916666666666666
CO-2010-6#-00003645,1.0343260542828765,4.222222222222222,4.333333333333333,6.75
CO-2010-6#-00003645,1.0343260542828765,4.222222222222222,4.333333333333333,6.75
CO-2010-6#-00003633,1.227407014840653,4.142857142857143,3.857142857142857,5.111111111111111
CO-2010-6#-00003633,1.227407014840653,4.142857142857143,3.857142857142857,5.111111111111111
