DHSID_EA,sanitation_index
CM-2018-7#-00000052,3.5357142857142856
CM-2018-7#-00000336,2.142857142857143
CM-2011-6#-00000329,1.9285714285714288
CM-2004-4#-00000113,
CM-2011-6#-00000376,4.619047619047619
CM-2011-6#-00000403,2.4444444444444446
CM-2018-7#-00000159,2.392857142857143
CM-2011-6#-00000180,3.25
CM-2011-6#-00000323,1.92
CM-2018-7#-00000106,3.2142857142857144
CM-2011-6#-00000053,2.25
CM-2004-4#-00000341,
CM-2018-7#-00000162,2.5357142857142856
CM-2004-4#-00000109,
CM-2011-6#-00000215,2.4347826086956523
CM-2018-7#-00000074,3.0
CM-2004-4#-00000284,
CM-2011-6#-00000229,1.6296296296296295
CM-2004-4#-00000005,
CM-2004-4#-00000037,
CM-2004-4#-00000120,
CM-2011-6#-00000284,2.4642857142857144
CM-2004-4#-00000097,
