DHSID_EA,most_relevant_sentences
AO-2015-7#-00000010,"John Iliffe notes that ""Portuguese records of Angola from the 16th century show that a great famine occurred on average every seventy years; accompanied by epidemic disease, it might kill one-third or one-half of the population, destroying the demographic growth of a generation and forcing colonists back into the river valleys"". org/world/angolas-political-economic-development/p16820 In 2002 Angola demanded compensation for oil spills allegedly caused by Chevron Corporation, the first time it had fined a multinational corporation operating in its waters"
AO-2006-5#-00000077,"On 25 August, after gathering up enemy equipment on the river plain, Battle Group 10 crossed the bridge over the Cunene river and by 09h00 they were in Xangongo. On 25 August, after gathering up enemy equipment on the river plain, Battle Group 10 crossed the bridge over the Cunene river and by 09h00 they were inside Xangongo"
AO-2011-6#-00000156,"Calueque is a town next to a dam and pumping station of the same name on the Kunene River in the Kunene Province of southern Angola. The water project is linked to Ruacana, away in Namibia, where the Ruacana Power Station is. This dam is one of the last landmarks along the Kunene River, prior to the Kunene becoming a border feature between Angola and Namibia. A pipeline and canal extends across the border into Namibia, supplying towns as far away as Oshakati in Ovamboland with water. The dam was completed in 1976. The area to the north of the dam became the scene of bloody fighting which proved to be a turning point in the war. On 27 June 1988, the South Africans retreated across the dam to South-West Africa and the same day Cuban MiG-23 fighters attacked the facilities. The dam and pipelines were considerably damaged, rendering the scheme inoperable. Whilst the Calueque Dam and bridge were neglected since the bombing of 1988, the Angolan Government in April 2012 signed a US$225million contract for the rehabilitation of the dam wall, the construction of two hydro plants, a new channel and 21 irrigation pivots"
AO-2015-7#-00000099,The Kasai forms the eastern and southern frontier of Lunda Sul and is the main river of the province. The Kwango River is also a major river of the province
AO-2011-6#-00000043,"Land use and hazards Natural resources: petroleum, diamonds,List of Goods Produced by Child Labor or Forced Labor iron ore, phosphates, copper, feldspar, gold, bauxite, uranium Irrigated land: (2012) Total renewable water resources: (2011) Freshwater withdrawal (domestic/industrial/agricultural) total: /yr (45%/34%/21%) per capita: /yr (2005) Natural hazards: locally heavy rainfall causes periodic flooding on the plateau Environment—current issues Overuse of pastures and subsequent soil erosion attributable to population pressures; desertification; deforestation of tropical rain forest, in response to both international demand for tropical timber and to domestic use as fuel, resulting in loss of biodiversity; soil erosion contributing to water pollution and silting of rivers and dams; inadequate supplies of potable water"
AO-2006-5#-00000033,"In April 2007, a consortium comprising Odebrecht, Voith, Alstom and Engevix, was hired by the  Empresa Nacional de Electricidade, to carry out the project of rehabilitation, expansion and modernization of the dam and power station"
AO-2015-7#-00000010,"John Iliffe notes that ""Portuguese records of Angola from the 16th century show that a great famine occurred on average every seventy years; accompanied by epidemic disease, it might kill one-third or one-half of the population, destroying the demographic growth of a generation and forcing colonists back into the river valleys"". org/world/angolas-political-economic-development/p16820 In 2002 Angola demanded compensation for oil spills allegedly caused by Chevron Corporation, the first time it had fined a multinational corporation operating in its waters"
AO-2006-5#-00000077,"On 25 August, after gathering up enemy equipment on the river plain, Battle Group 10 crossed the bridge over the Cunene river and by 09h00 they were in Xangongo. On 25 August, after gathering up enemy equipment on the river plain, Battle Group 10 crossed the bridge over the Cunene river and by 09h00 they were inside Xangongo"
AO-2006-5#-00000089,The ocean broke through the isthmus of the peninsula in 1962 and the water line was severed
AO-2011-6#-00000043,"Land use and hazards Natural resources: petroleum, diamonds,List of Goods Produced by Child Labor or Forced Labor iron ore, phosphates, copper, feldspar, gold, bauxite, uranium Irrigated land: (2012) Total renewable water resources: (2011) Freshwater withdrawal (domestic/industrial/agricultural) total: /yr (45%/34%/21%) per capita: /yr (2005) Natural hazards: locally heavy rainfall causes periodic flooding on the plateau Environment—current issues Overuse of pastures and subsequent soil erosion attributable to population pressures; desertification; deforestation of tropical rain forest, in response to both international demand for tropical timber and to domestic use as fuel, resulting in loss of biodiversity; soil erosion contributing to water pollution and silting of rivers and dams; inadequate supplies of potable water"
