DHSID_EA,women_edu
CD-2007-5#-00000035,2.365853658536585
CD-2013-6#-00000185,3.7142857142857135
CD-2007-5#-00000123,2.727272727272727
CD-2007-5#-00000059,7.184210526315789
CD-2007-5#-00000199,8.06060606060606
CD-2013-6#-00000538,3.3225806451612905
CD-2013-6#-00000460,4.257142857142857
CD-2013-6#-00000290,5.2
CD-2013-6#-00000023,4.0
CD-2013-6#-00000280,5.433333333333334
CD-2013-6#-00000179,5.448979591836735
CD-2007-5#-00000174,5.178571428571429
CD-2007-5#-00000280,9.0
CD-2013-6#-00000478,5.5588235294117645
CD-2007-5#-00000217,10.534883720930232
CD-2013-6#-00000335,5.25
CD-2013-6#-00000492,12.370967741935484
CD-2013-6#-00000490,11.941176470588236
CD-2013-6#-00000258,2.071428571428572
CD-2013-6#-00000196,4.478260869565218
CD-2013-6#-00000025,3.4545454545454546
CD-2013-6#-00000305,1.4583333333333333
CD-2013-6#-00000252,5.638888888888889
CD-2013-6#-00000112,5.6571428571428575
CD-2013-6#-00000314,6.730769230769231
CD-2007-5#-00000111,10.833333333333334
CD-2007-5#-00000092,1.8333333333333333
CD-2007-5#-00000122,8.564102564102564
CD-2007-5#-00000221,4.75
CD-2013-6#-00000477,0.4
CD-2013-6#-00000525,12.025974025974026
CD-2013-6#-00000261,10.028571428571428
CD-2013-6#-00000500,8.714285714285714
CD-2013-6#-00000054,7.487804878048781
