DHSID_EA,most_relevant_sentences
CI-1998-3Z-00000011,These alternating wet and dry seasons causes great variations in the volume of water in the river
CI-1998-3Z-00000073,"Société des Energies Nouvelles, an Ivorian IPP is leading the development of this biomass waste-to-energy infrastructure project"
CI-2012-6#-00000016,"The 44 megawatt power station involves the construction of a ""mixed rockfill and concrete dam"", measuring in height and in length, creating a reservoir that can store of water. Other related infrastructure under the same EPC, includes the construction of a ""discharge channel"" for the power station, a 90kV substation outside the power station, a 90kV high voltage transmission line measuring that will evacuate the power to a location where it will enter the national grid, and access roads to the power station. Category:Energy infrastructure under construction"
CI-1998-3Z-00000073,"Société des Energies Nouvelles, an Ivorian IPP is leading the development of this biomass waste-to-energy infrastructure project"
CI-2012-6#-00000019,"It is a strategic infrastructure for both the evacuation of foreign nationals and the delivery of military equipment. The first slice of 24 million dollars, includes the renovation of the international terminal, the rehabilitation of the charter terminal and development of new infrastructure"
CI-2012-6#-00000349,650px|thumbnail|center|Kossou dam References Category:Dams completed in 1972 Category:Energy infrastructure completed in 1972 Kossou Category:Hydroelectric power stations in Ivory Coast Category:Embankment dams Category:Buildings and structures in Yamoussoukro Category:1972 establishments in Ivory Coast
CI-2012-6#-00000103,References Category:Dams completed in 1980 Category:Energy infrastructure completed in 1980 Buyo Category:Hydroelectric power stations in Ivory Coast Category:Buildings and structures in Bas-Sassandra District Category:1980 establishments in Ivory Coast
CI-1998-3Z-00000051,The waters around Île Boulay have also been affected by bacterial and chemical pollution. Geographical coordinates: 5°16′45″N; 4°06′56″W External links Article Le Matin d'Abidjan (in French) port development pollution in the lagoon Category:Populated places in Abidjan Category:Islands of Ivory Coast
CI-1998-3Z-00000110,"According to UNICEF, at the end of the civil war, water and sanitation infrastructure had been greatly damaged. Ivory Coast has partnered with nations of the Sub-Saharan region to strengthen water and sanitation infrastructure"
CI-2012-6#-00000019,"It is a strategic infrastructure for both the evacuation of foreign nationals and the delivery of military equipment. The first slice of 24 million dollars, includes the renovation of the international terminal, the rehabilitation of the charter terminal and development of new infrastructure"
CI-2012-6#-00000349,650px|thumbnail|center|Kossou dam References Category:Dams completed in 1972 Category:Energy infrastructure completed in 1972 Kossou Category:Hydroelectric power stations in Ivory Coast Category:Embankment dams Category:Buildings and structures in Yamoussoukro Category:1972 establishments in Ivory Coast
CI-2012-6#-00000103,References Category:Dams completed in 1980 Category:Energy infrastructure completed in 1980 Buyo Category:Hydroelectric power stations in Ivory Coast Category:Buildings and structures in Bas-Sassandra District Category:1980 establishments in Ivory Coast
CI-2012-6#-00000019,"It is a strategic infrastructure for both the evacuation of foreign nationals and the delivery of military equipment. The first slice of 24 million dollars, includes the renovation of the international terminal, the rehabilitation of the charter terminal and development of new infrastructure"
CI-2012-6#-00000349,650px|thumbnail|center|Kossou dam References Category:Dams completed in 1972 Category:Energy infrastructure completed in 1972 Kossou Category:Hydroelectric power stations in Ivory Coast Category:Embankment dams Category:Buildings and structures in Yamoussoukro Category:1972 establishments in Ivory Coast
CI-2012-6#-00000103,References Category:Dams completed in 1980 Category:Energy infrastructure completed in 1980 Buyo Category:Hydroelectric power stations in Ivory Coast Category:Buildings and structures in Bas-Sassandra District Category:1980 establishments in Ivory Coast
CI-1998-3Z-00000051,The waters around Île Boulay have also been affected by bacterial and chemical pollution. Geographical coordinates: 5°16′45″N; 4°06′56″W External links Article Le Matin d'Abidjan (in French) port development pollution in the lagoon Category:Populated places in Abidjan Category:Islands of Ivory Coast
CI-1998-3Z-00000110,"According to UNICEF, at the end of the civil war, water and sanitation infrastructure had been greatly damaged. Ivory Coast has partnered with nations of the Sub-Saharan region to strengthen water and sanitation infrastructure"
CI-2012-6#-00000019,"It is a strategic infrastructure for both the evacuation of foreign nationals and the delivery of military equipment. The first slice of 24 million dollars, includes the renovation of the international terminal, the rehabilitation of the charter terminal and development of new infrastructure"
CI-2012-6#-00000349,650px|thumbnail|center|Kossou dam References Category:Dams completed in 1972 Category:Energy infrastructure completed in 1972 Kossou Category:Hydroelectric power stations in Ivory Coast Category:Embankment dams Category:Buildings and structures in Yamoussoukro Category:1972 establishments in Ivory Coast
CI-2012-6#-00000103,References Category:Dams completed in 1980 Category:Energy infrastructure completed in 1980 Buyo Category:Hydroelectric power stations in Ivory Coast Category:Buildings and structures in Bas-Sassandra District Category:1980 establishments in Ivory Coast
CI-2012-6#-00000016,"The 44 megawatt power station involves the construction of a ""mixed rockfill and concrete dam"", measuring in height and in length, creating a reservoir that can store of water. Other related infrastructure under the same EPC, includes the construction of a ""discharge channel"" for the power station, a 90kV substation outside the power station, a 90kV high voltage transmission line measuring that will evacuate the power to a location where it will enter the national grid, and access roads to the power station. Category:Energy infrastructure under construction"
CI-1998-3Z-00000073,"Société des Energies Nouvelles, an Ivorian IPP is leading the development of this biomass waste-to-energy infrastructure project"
CI-1998-3Z-00000011,These alternating wet and dry seasons causes great variations in the volume of water in the river
CI-1998-3Z-00000073,"Société des Energies Nouvelles, an Ivorian IPP is leading the development of this biomass waste-to-energy infrastructure project"
CI-2012-6#-00000016,"The 44 megawatt power station involves the construction of a ""mixed rockfill and concrete dam"", measuring in height and in length, creating a reservoir that can store of water. Other related infrastructure under the same EPC, includes the construction of a ""discharge channel"" for the power station, a 90kV substation outside the power station, a 90kV high voltage transmission line measuring that will evacuate the power to a location where it will enter the national grid, and access roads to the power station. Category:Energy infrastructure under construction"
CI-1998-3Z-00000073,"Société des Energies Nouvelles, an Ivorian IPP is leading the development of this biomass waste-to-energy infrastructure project"
CI-2012-6#-00000019,"It is a strategic infrastructure for both the evacuation of foreign nationals and the delivery of military equipment. The first slice of 24 million dollars, includes the renovation of the international terminal, the rehabilitation of the charter terminal and development of new infrastructure"
CI-1998-3Z-00000051,The waters around Île Boulay have also been affected by bacterial and chemical pollution. Geographical coordinates: 5°16′45″N; 4°06′56″W External links Article Le Matin d'Abidjan (in French) port development pollution in the lagoon Category:Populated places in Abidjan Category:Islands of Ivory Coast
