DHSID_EA,asset_index
CM-2018-7#-00000106,-0.2041985613046205
CM-2004-4#-00000366,
CM-2011-6#-00000053,-2.77242896358694
CM-2004-4#-00000284,
CM-2018-7#-00000250,1.7836474517255207
CM-2011-6#-00000376,2.8497453561973924
CM-2004-4#-00000109,
CM-2018-7#-00000420,-0.1222230360630703
CM-2011-6#-00000228,0.7189917485632726
CM-2018-7#-00000262,0.9876279318073116
CM-2004-4#-00000113,
CM-2011-6#-00000403,-0.726962144841419
CM-2004-4#-00000216,
CM-2004-4#-00000341,
CM-2018-7#-00000162,0.2161228576086909
CM-2004-4#-00000120,
