DHSID_EA,sanitation_index
KE-2014-7#-00000651,2.6956521739130435
KE-2008-5#-00000002,4.083333333333333
KE-2014-7#-00000051,5.0
KE-2015-7Z-00000015,3.586206896551724
KE-2014-7#-00001095,1.0
KE-2014-7#-00000043,4.047619047619048
KE-2014-7#-00001375,2.68
KE-2014-7#-00000352,2.3043478260869565
KE-2014-7#-00001377,3.391304347826087
KE-2014-7#-00000073,2.863636363636364
KE-2015-7Z-00000097,2.1379310344827585
KE-2014-7#-00000321,2.136363636363636
KE-2014-7#-00001324,3.92
KE-2014-7#-00001297,1.52
KE-2014-7#-00001397,3.9
KE-2014-7#-00001196,2.636363636363636
KE-2008-5#-00000135,4.869565217391305
KE-2014-7#-00001141,1.9090909090909087
KE-2014-7#-00000235,4.833333333333333
KE-2014-7#-00000055,5.0
KE-2008-5#-00000173,2.380952380952381
KE-2014-7#-00000158,3.809523809523809
KE-2014-7#-00000120,4.36
KE-2014-7#-00000201,4.913043478260869
KE-2014-7#-00000594,2.04
KE-2015-7Z-00000160,1.0
KE-2014-7#-00001325,4.72
KE-2014-7#-00001340,2.1739130434782608
KE-2014-7#-00000006,3.6666666666666665
KE-2015-7Z-00000159,1.16
KE-2014-7#-00000534,2.85
KE-2008-5#-00000073,1.0454545454545454
KE-2015-7Z-00000078,3.272727272727273
KE-2014-7#-00000094,2.9545454545454546
KE-2014-7#-00000784,1.5
KE-2014-7#-00000425,2.75
KE-2008-5#-00000053,2.32
KE-2014-7#-00000008,2.652173913043478
KE-2008-5#-00000054,2.52
KE-2008-5#-00000023,3.68
KE-2014-7#-00001142,3.7142857142857135
KE-2014-7#-00000652,2.75
KE-2008-5#-00000069,1.0
KE-2014-7#-00000216,2.727272727272727
KE-2008-5#-00000142,5.0
KE-2015-7Z-00000084,2.5357142857142856
KE-2014-7#-00000233,4.476190476190476
KE-2014-7#-00001326,2.782608695652174
KE-2014-7#-00000452,1.0
KE-2014-7#-00000121,2.76
KE-2008-5#-00000309,2.625
KE-2014-7#-00000084,3.2857142857142856
KE-2014-7#-00000455,3.136363636363636
KE-2008-5#-00000085,1.0
KE-2014-7#-00001104,2.1666666666666665
KE-2008-5#-00000363,2.68
KE-2014-7#-00000347,1.2857142857142858
KE-2014-7#-00001582,3.0
KE-2014-7#-00000306,4.08
KE-2014-7#-00000215,2.208333333333333
KE-2014-7#-00000707,3.65
KE-2014-7#-00001294,2.0416666666666665
KE-2014-7#-00000082,2.44
KE-2014-7#-00001103,1.0434782608695652
