DHSID_EA,asset_index
AL-2017-7#-00000452,
AL-2008-5#-00000426,1.0121279220914938
AL-2017-7#-00000548,
AL-2008-5#-00000279,2.608944229159877
AL-2017-7#-00000378,
AL-2017-7#-00000459,
AL-2008-5#-00000035,2.5272756039003084
AL-2017-7#-00000349,
AL-2017-7#-00000443,
AL-2017-7#-00000573,
AL-2017-7#-00000435,
AL-2017-7#-00000445,
AL-2017-7#-00000657,
AL-2017-7#-00000460,
AL-2017-7#-00000622,
AL-2017-7#-00000352,
AL-2008-5#-00000081,3.2888846616265446
AL-2017-7#-00000479,
AL-2017-7#-00000625,
AL-2008-5#-00000395,3.1996285082572764
AL-2017-7#-00000708,
AL-2017-7#-00000143,
AL-2017-7#-00000566,
AL-2017-7#-00000377,
AL-2017-7#-00000432,
AL-2017-7#-00000102,
AL-2017-7#-00000698,
AL-2017-7#-00000694,
AL-2017-7#-00000370,
AL-2008-5#-00000338,2.623359641075272
AL-2017-7#-00000595,
AL-2017-7#-00000709,
AL-2017-7#-00000538,
AL-2017-7#-00000499,
AL-2017-7#-00000064,
AL-2017-7#-00000120,
AL-2017-7#-00000714,
AL-2008-5#-00000326,3.356206389441839
AL-2008-5#-00000132,2.51069504151041
AL-2017-7#-00000227,
AL-2008-5#-00000175,3.109195627924902
AL-2017-7#-00000663,
AL-2017-7#-00000691,
AL-2017-7#-00000396,
AL-2008-5#-00000310,3.34702001592397
AL-2017-7#-00000148,
AL-2017-7#-00000409,
AL-2008-5#-00000010,2.9457054202835167
AL-2017-7#-00000131,
AL-2017-7#-00000572,
AL-2017-7#-00000018,
AL-2017-7#-00000703,
AL-2008-5#-00000296,3.15781763208256
AL-2017-7#-00000380,
AL-2008-5#-00000172,1.8749400640904408
AL-2017-7#-00000440,
AL-2017-7#-00000500,
AL-2017-7#-00000564,
AL-2008-5#-00000164,3.099200260294957
AL-2008-5#-00000323,3.187858118577303
AL-2008-5#-00000313,2.449497271016999
AL-2017-7#-00000547,
AL-2008-5#-00000280,2.580024949768029
AL-2008-5#-00000143,3.151142317392995
AL-2017-7#-00000517,
AL-2017-7#-00000325,
AL-2017-7#-00000384,
AL-2017-7#-00000334,
AL-2008-5#-00000032,2.9157539316758903
AL-2008-5#-00000033,2.725657259061819
AL-2017-7#-00000301,
AL-2017-7#-00000259,
AL-2008-5#-00000298,1.5198028468039375
AL-2008-5#-00000023,0.6828065266732242
AL-2008-5#-00000295,2.6757513975080727
AL-2008-5#-00000440,2.2485808680392894
AL-2017-7#-00000407,
AL-2017-7#-00000408,
AL-2008-5#-00000169,2.1632042916973933
AL-2017-7#-00000069,
AL-2008-5#-00000285,3.3195459310610853
AL-2017-7#-00000376,
AL-2017-7#-00000242,
AL-2017-7#-00000091,
AL-2017-7#-00000523,
AL-2017-7#-00000315,
AL-2017-7#-00000344,
AL-2017-7#-00000518,
AL-2017-7#-00000379,
AL-2017-7#-00000025,
AL-2008-5#-00000045,2.312064761068175
AL-2008-5#-00000038,1.965775295745092
