DHSID_EA,sanitation_index
CO-2010-6#-00001867,5.0
CO-2010-6#-00000095,1.0
CO-2010-6#-00003788,5.0
CO-2010-6#-00004868,5.0
CO-2010-6#-00004148,3.4615384615384617
CO-2010-6#-00004931,5.0
CO-2010-6#-00004849,5.0
CO-2010-6#-00001788,5.0
CO-2010-6#-00003421,5.0
CO-2010-6#-00003633,4.142857142857143
CO-2010-6#-00004360,4.5
CO-2010-6#-00004723,5.0
CO-2010-6#-00004110,5.0
CO-2010-6#-00004102,4.428571428571429
CO-2010-6#-00003552,4.875
CO-2010-6#-00003645,4.222222222222222
CO-2010-6#-00004608,5.0
CO-2010-6#-00000253,5.0
CO-2010-6#-00004601,5.0
CO-2010-6#-00003867,5.0
CO-2010-6#-00005000,5.0
CO-2010-6#-00004679,5.0
CO-2010-6#-00003757,3.6
CO-2010-6#-00003624,3.333333333333333
CO-2010-6#-00004393,4.444444444444445
CO-2010-6#-00002941,4.666666666666667
CO-2010-6#-00004217,5.0
CO-2010-6#-00002001,4.545454545454546
CO-2010-6#-00003081,5.0
CO-2010-6#-00004802,5.0
CO-2010-6#-00000076,5.0
CO-2010-6#-00000648,4.818181818181818
CO-2010-6#-00003528,4.0
CO-2010-6#-00002712,5.0
CO-2010-6#-00001427,4.416666666666667
CO-2010-6#-00002841,5.0
CO-2010-6#-00004937,5.0
CO-2010-6#-00004069,3.6
CO-2010-6#-00003586,4.428571428571429
CO-2010-6#-00004615,5.0
CO-2010-6#-00000759,5.0
CO-2010-6#-00000074,5.0
CO-2010-6#-00001820,5.0
CO-2010-6#-00001599,5.0
CO-2010-6#-00001362,5.0
CO-2010-6#-00001557,5.0
CO-2010-6#-00001641,4.733333333333333
CO-2010-6#-00001828,5.0
CO-2010-6#-00000646,4.529411764705882
CO-2010-6#-00004667,3.7142857142857135
CO-2010-6#-00003054,4.2
CO-2010-6#-00000916,3.4615384615384617
CO-2010-6#-00002983,5.0
CO-2010-6#-00001146,5.0
CO-2010-6#-00001272,5.0
CO-2010-6#-00001648,4.785714285714286
CO-2010-6#-00004279,2.727272727272727
CO-2010-6#-00002190,5.0
CO-2010-6#-00001513,5.0
CO-2010-6#-00004742,5.0
CO-2010-6#-00003249,5.0
CO-2010-6#-00002078,5.0
CO-2010-6#-00001643,3.142857142857143
CO-2010-6#-00002922,3.5
CO-2010-6#-00001251,5.0
CO-2010-6#-00000109,5.0
CO-2010-6#-00001386,5.0
CO-2010-6#-00001492,5.0
CO-2010-6#-00002004,5.0
CO-2010-6#-00002269,4.1
CO-2010-6#-00002122,4.75
CO-2010-6#-00002115,4.090909090909091
CO-2010-6#-00002031,5.0
CO-2010-6#-00003642,4.333333333333333
CO-2010-6#-00001267,5.0
CO-2010-6#-00001149,2.909090909090909
