DHSID_EA,water_index
PK-2006-5#-00000444,
PK-2006-5#-00000830,
PK-2017-7#-00000390,4.84
PK-2006-5#-00000115,
PK-2017-7#-00000502,4.962962962962963
PK-2017-7#-00000495,4.869565217391305
PK-2017-7#-00000402,4.857142857142857
PK-2017-7#-00000487,5.0
PK-2006-5#-00000720,
PK-2017-7#-00000520,3.04
PK-2006-5#-00000738,
PK-2006-5#-00000303,
PK-2006-5#-00000294,
PK-2006-5#-00000407,
PK-2006-5#-00000107,
PK-2017-7#-00000017,3.7916666666666665
PK-2006-5#-00000787,
PK-2006-5#-00000205,
PK-2017-7#-00000014,1.7037037037037035
PK-2006-5#-00000748,
PK-2017-7#-00000552,1.6666666666666667
PK-2006-5#-00000838,
PK-2006-5#-00000324,
PK-2006-5#-00000925,
PK-2017-7#-00000382,4.481481481481482
PK-2006-5#-00000358,
PK-2006-5#-00000668,
PK-2017-7#-00000494,4.615384615384615
PK-2006-5#-00000654,
PK-2006-5#-00000699,
PK-2006-5#-00000244,
PK-2006-5#-00000883,
PK-2006-5#-00000001,
PK-2006-5#-00000146,
PK-2006-5#-00000321,
PK-2006-5#-00000861,
PK-2017-7#-00000083,3.142857142857143
PK-2017-7#-00000463,3.7777777777777777
PK-2017-7#-00000200,3.0
PK-2006-5#-00000526,
PK-2006-5#-00000898,
PK-2017-7#-00000098,3.0
PK-2006-5#-00000912,
PK-2006-5#-00000756,
PK-2006-5#-00000704,
PK-2006-5#-00000928,
PK-2017-7#-00000137,3.678571428571429
PK-2006-5#-00000382,
PK-2006-5#-00000331,
PK-2017-7#-00000109,3.2142857142857144
PK-2006-5#-00000689,
PK-2017-7#-00000370,4.0
PK-2006-5#-00000918,
PK-2006-5#-00000173,
PK-2006-5#-00000014,
PK-2006-5#-00000683,
PK-2017-7#-00000085,3.333333333333333
PK-2017-7#-00000524,3.4285714285714284
PK-2006-5#-00000211,
PK-2017-7#-00000499,4.928571428571429
PK-2017-7#-00000503,4.038461538461538
PK-2006-5#-00000929,
PK-2006-5#-00000384,
PK-2006-5#-00000518,
PK-2017-7#-00000269,5.0
PK-2006-5#-00000370,
PK-2006-5#-00000559,
PK-2006-5#-00000682,
PK-2006-5#-00000615,
PK-2017-7#-00000093,2.740740740740741
PK-2006-5#-00000197,
PK-2006-5#-00000191,
PK-2006-5#-00000127,
PK-2006-5#-00000890,
PK-2017-7#-00000507,2.8
PK-2006-5#-00000535,
PK-2006-5#-00000681,
PK-2017-7#-00000146,3.0
PK-2017-7#-00000141,3.037037037037037
PK-2006-5#-00000414,
PK-2006-5#-00000786,
PK-2006-5#-00000128,
PK-2006-5#-00000164,
