DHSID_EA,women_edu
ET-2011-6#-00000301,2.09375
ET-2005-5#-00000538,0.1052631578947368
ET-2011-6#-00000638,1.35
ET-2016-7#-00000103,2.555555555555556
ET-2019-8#-00000206,7.352941176470588
ET-2000-4#-00000403,0.3448275862068966
ET-2000-4#-00000414,0.6538461538461539
ET-2016-7#-00000435,2.0
ET-2016-7#-00000138,0.1176470588235294
ET-2005-5#-00000194,0.16
ET-2019-8#-00000159,2.53125
ET-2005-5#-00000083,0.0714285714285714
ET-2019-8#-00000162,2.5
ET-2016-7#-00000320,2.6153846153846154
ET-2011-6#-00000058,1.32
ET-2016-7#-00000183,6.125
ET-2019-8#-00000149,0.8461538461538461
ET-2016-7#-00000285,4.5
ET-2016-7#-00000508,1.1666666666666667
ET-2000-4#-00000300,0.0
ET-2011-6#-00000204,0.7407407407407407
ET-2011-6#-00000157,0.7857142857142857
ET-2019-8#-00000169,5.382352941176471
ET-2016-7#-00000621,1.16
ET-2011-6#-00000607,3.25
ET-2016-7#-00000059,9.92
ET-2016-7#-00000283,0.1428571428571428
ET-2016-7#-00000253,2.0
ET-2016-7#-00000268,7.464285714285714
ET-2005-5#-00000268,6.217391304347826
ET-2016-7#-00000296,1.3333333333333333
ET-2016-7#-00000604,2.6875
ET-2019-8#-00000010,5.580645161290323
ET-2000-4#-00000045,5.727272727272728
ET-2016-7#-00000081,9.25
ET-2019-8#-00000013,3.208333333333333
ET-2005-5#-00000388,0.2272727272727272
ET-2005-5#-00000205,0.3076923076923077
ET-2005-5#-00000064,0.8571428571428571
ET-2011-6#-00000636,3.71875
ET-2005-5#-00000039,1.6
ET-2016-7#-00000226,4.846153846153846
ET-2000-4#-00000030,1.1153846153846154
ET-2016-7#-00000298,4.12
ET-2005-5#-00000203,1.1304347826086956
ET-2019-8#-00000025,5.555555555555555
ET-2005-5#-00000500,1.0
ET-2011-6#-00000226,0.5384615384615384
ET-2016-7#-00000449,7.277777777777778
ET-2005-5#-00000399,5.85
ET-2000-4#-00000043,0.0344827586206896
ET-2000-4#-00000223,0.0
ET-2000-4#-00000219,0.4814814814814814
ET-2000-4#-00000218,1.3478260869565215
ET-2000-4#-00000224,0.0
ET-2011-6#-00000358,0.3333333333333333
ET-2005-5#-00000314,0.12
ET-2016-7#-00000372,1.2173913043478262
ET-2005-5#-00000407,1.12
ET-2011-6#-00000210,0.8461538461538461
ET-2000-4#-00000247,0.0
ET-2011-6#-00000026,0.0909090909090909
ET-2011-6#-00000110,0.5384615384615384
ET-2000-4#-00000244,0.6923076923076923
ET-2011-6#-00000561,4.5
ET-2011-6#-00000049,0.1538461538461538
ET-2019-8#-00000129,0.037037037037037
ET-2005-5#-00000494,0.0
ET-2011-6#-00000359,0.5
ET-2019-8#-00000133,0.4285714285714285
ET-2019-8#-00000134,0.8275862068965517
ET-2019-8#-00000145,0.1
ET-2016-7#-00000521,2.0384615384615383
ET-2019-8#-00000132,1.103448275862069
ET-2019-8#-00000124,3.3448275862068964
ET-2019-8#-00000139,2.571428571428572
ET-2016-7#-00000077,0.1818181818181818
ET-2019-8#-00000140,0.8888888888888888
ET-2016-7#-00000543,2.0
ET-2016-7#-00000146,0.4666666666666667
ET-2019-8#-00000135,0.85
ET-2019-8#-00000123,3.1481481481481484
ET-2016-7#-00000085,2.25
ET-2011-6#-00000627,0.1071428571428571
ET-2019-8#-00000142,0.9583333333333334
ET-2011-6#-00000048,0.2631578947368421
ET-2019-8#-00000125,1.096774193548387
ET-2000-4#-00000268,0.0
ET-2016-7#-00000491,3.851851851851852
ET-2016-7#-00000480,0.0
ET-2019-8#-00000078,1.5
ET-2011-6#-00000001,2.5
ET-2000-4#-00000142,0.0
ET-2000-4#-00000129,0.0
ET-2005-5#-00000396,0.8095238095238095
ET-2011-6#-00000330,10.416666666666666
ET-2005-5#-00000299,1.2083333333333333
ET-2011-6#-00000243,2.333333333333333
ET-2011-6#-00000404,1.4375
ET-2016-7#-00000154,9.52
ET-2016-7#-00000119,2.909090909090909
ET-2016-7#-00000076,1.238095238095238
ET-2011-6#-00000477,1.6666666666666667
ET-2019-8#-00000223,4.407407407407407
ET-2016-7#-00000262,1.92
ET-2000-4#-00000316,1.92
ET-2011-6#-00000149,1.3076923076923077
ET-2000-4#-00000317,1.064516129032258
ET-2019-8#-00000205,2.892857142857143
ET-2016-7#-00000271,3.238095238095238
ET-2000-4#-00000176,0.2285714285714285
ET-2016-7#-00000174,0.9166666666666666
ET-2011-6#-00000184,1.84
ET-2016-7#-00000297,5.434782608695652
ET-2005-5#-00000514,1.862068965517241
ET-2016-7#-00000420,1.2916666666666667
ET-2016-7#-00000308,10.038461538461538
ET-2011-6#-00000234,0.68
ET-2005-5#-00000040,3.5357142857142856
ET-2005-5#-00000280,0.6521739130434783
ET-2000-4#-00000346,1.3478260869565215
ET-2016-7#-00000034,3.4444444444444446
ET-2016-7#-00000338,0.6363636363636364
ET-2019-8#-00000189,4.157894736842105
ET-2011-6#-00000378,4.885714285714286
ET-2000-4#-00000368,0.3666666666666666
ET-2000-4#-00000362,0.0
ET-2011-6#-00000610,0.7142857142857143
ET-2019-8#-00000215,0.64
ET-2016-7#-00000337,0.6923076923076923
ET-2016-7#-00000376,0.2692307692307692
ET-2005-5#-00000104,0.5
ET-2019-8#-00000021,4.655172413793103
ET-2000-4#-00000172,1.4375
ET-2000-4#-00000237,4.75
ET-2005-5#-00000497,0.7333333333333333
ET-2011-6#-00000254,2.8666666666666667
ET-2005-5#-00000010,5.324324324324325
ET-2011-6#-00000325,1.0
ET-2000-4#-00000164,0.6
ET-2011-6#-00000490,2.75
ET-2011-6#-00000434,2.0277777777777777
ET-2019-8#-00000118,4.0
ET-2005-5#-00000319,2.4444444444444446
ET-2016-7#-00000303,1.5416666666666667
ET-2000-4#-00000215,0.0833333333333333
ET-2011-6#-00000291,1.0
ET-2016-7#-00000479,1.7333333333333334
ET-2000-4#-00000233,0.0
ET-2000-4#-00000027,1.40625
ET-2016-7#-00000156,2.0
ET-2016-7#-00000575,3.571428571428572
ET-2011-6#-00000122,1.205128205128205
ET-2000-4#-00000099,0.0
ET-2016-7#-00000591,2.782608695652174
ET-2019-8#-00000063,3.458333333333333
ET-2000-4#-00000127,0.0
ET-2011-6#-00000635,1.457142857142857
ET-2000-4#-00000145,0.0
ET-2000-4#-00000147,0.0
ET-2011-6#-00000643,0.3076923076923077
ET-2000-4#-00000400,2.04
ET-2016-7#-00000618,0.3125
ET-2011-6#-00000580,1.096774193548387
ET-2016-7#-00000289,0.8181818181818182
ET-2016-7#-00000280,2.064516129032258
ET-2005-5#-00000122,8.62962962962963
ET-2011-6#-00000113,0.84375
ET-2016-7#-00000485,8.0
ET-2011-6#-00000009,6.571428571428571
ET-2005-5#-00000188,5.884615384615385
ET-2011-6#-00000649,0.5
ET-2005-5#-00000397,1.28
ET-2011-6#-00000604,0.0416666666666666
ET-2019-8#-00000128,0.0967741935483871
ET-2019-8#-00000115,2.9
ET-2019-8#-00000280,5.083333333333333
ET-2016-7#-00000556,1.263157894736842
ET-2011-6#-00000299,0.0
ET-2016-7#-00000630,0.0
ET-2016-7#-00000011,8.186046511627907
ET-2000-4#-00000480,7.8478260869565215
ET-2005-5#-00000311,5.348837209302325
ET-2000-4#-00000466,7.25
ET-2016-7#-00000550,9.242424242424242
ET-2011-6#-00000510,0.6666666666666666
ET-2005-5#-00000109,2.6
ET-2016-7#-00000430,3.0
ET-2016-7#-00000170,9.571428571428571
ET-2011-6#-00000365,3.1923076923076925
ET-2011-6#-00000050,3.0454545454545454
ET-2011-6#-00000381,0.1764705882352941
ET-2011-6#-00000546,8.121212121212121
ET-2011-6#-00000556,6.78125
ET-2000-4#-00000459,5.25
ET-2019-8#-00000003,8.35897435897436
ET-2000-4#-00000279,0.0
ET-2011-6#-00000647,0.1481481481481481
ET-2016-7#-00000458,3.2142857142857144
ET-2019-8#-00000137,3.1875
ET-2016-7#-00000164,3.24
ET-2000-4#-00000266,0.0
ET-2000-4#-00000058,0.5652173913043478
ET-2016-7#-00000585,0.0
ET-2000-4#-00000064,0.9285714285714286
ET-2016-7#-00000544,0.2631578947368421
ET-2011-6#-00000577,0.9629629629629628
ET-2000-4#-00000290,0.0
ET-2000-4#-00000306,0.5517241379310345
ET-2011-6#-00000189,1.08
ET-2000-4#-00000309,0.5
ET-2019-8#-00000175,4.0
ET-2000-4#-00000216,0.0
ET-2005-5#-00000033,1.7647058823529411
ET-2000-4#-00000189,0.1666666666666666
ET-2000-4#-00000349,0.1538461538461538
ET-2000-4#-00000377,0.2
ET-2000-4#-00000342,0.3214285714285714
ET-2011-6#-00000552,1.2608695652173914
ET-2016-7#-00000204,2.789473684210526
ET-2005-5#-00000519,1.8571428571428568
ET-2011-6#-00000364,2.52
ET-2005-5#-00000045,2.870967741935484
ET-2016-7#-00000406,3.1333333333333333
ET-2011-6#-00000382,0.8260869565217391
ET-2005-5#-00000172,1.5185185185185186
ET-2000-4#-00000379,0.6388888888888888
ET-2011-6#-00000008,1.4
ET-2000-4#-00000260,0.0
ET-2000-4#-00000489,6.714285714285714
ET-2016-7#-00000275,1.88
ET-2019-8#-00000004,6.628571428571429
ET-2011-6#-00000091,1.2857142857142858
ET-2005-5#-00000534,0.5833333333333334
ET-2000-4#-00000157,2.607142857142857
ET-2016-7#-00000466,0.8421052631578947
ET-2016-7#-00000639,9.078947368421051
ET-2016-7#-00000147,7.636363636363637
ET-2000-4#-00000227,0.5862068965517241
ET-2011-6#-00000292,7.212121212121212
ET-2000-4#-00000225,1.2941176470588236
ET-2011-6#-00000583,0.6818181818181818
ET-2019-8#-00000172,2.5454545454545454
ET-2000-4#-00000126,1.1875
ET-2000-4#-00000455,3.5142857142857142
ET-2019-8#-00000126,0.4444444444444444
ET-2005-5#-00000317,6.0
ET-2016-7#-00000213,4.260869565217392
ET-2005-5#-00000038,6.620689655172414
ET-2005-5#-00000450,7.590909090909091
ET-2016-7#-00000149,10.055555555555555
ET-2016-7#-00000413,4.55
ET-2000-4#-00000239,5.185185185185185
ET-2011-6#-00000600,4.142857142857143
ET-2011-6#-00000591,7.787878787878788
ET-2019-8#-00000219,5.257142857142857
ET-2016-7#-00000075,0.0952380952380952
ET-2000-4#-00000228,0.0714285714285714
ET-2011-6#-00000183,1.3666666666666667
