DHSID_EA,asset_index
UG-2016-7Z-00000443,-0.4493939239860752
UG-2000-4#-00000204,
UG-2016-7Z-00000262,2.2719325952355343
UG-2000-4#-00002202,
UG-2016-7Z-00000542,-0.6698088477568488
UG-2000-4#-00000401,
UG-2016-7Z-00000117,-2.3309128983232146
UG-2011-6#-00000570,-2.160912964782065
UG-2016-7Z-00000200,-1.866893866207748
UG-2000-4#-00001002,
UG-2014-7#-00000072,1.2202472079281927
UG-2000-4#-00003607,
UG-2016-7Z-00000422,-1.182006961865589
UG-2000-4#-00002304,
UG-2018-7Z-00000036,1.8110265446454503
UG-2006-5#-00000288,-1.1275815572806596
UG-2000-4#-00003201,
UG-2016-7Z-00000029,1.44515771576094
UG-2018-7Z-00000295,-1.4123022420581133
UG-2016-7Z-00000531,-1.8892147500105057
UG-2006-5#-00000180,-2.367404234573777
UG-2018-7Z-00000086,-0.0624167835219673
UG-2018-7Z-00000204,0.1712850033143176
UG-2014-7#-00000087,-1.508355495042419
UG-2006-5#-00000177,-2.727297643181363
UG-2016-7Z-00000013,-0.0306109907315801
UG-2011-6#-00000041,0.7541104766015649
UG-2016-7Z-00000664,-1.2515607350623956
UG-2014-7#-00000026,1.7486434963343696
UG-2000-4#-00003208,
UG-2009-5Z-00000103,-1.534358300330298
UG-2016-7Z-00000395,-3.334576131630599
UG-2016-7Z-00000430,-1.3278508839961225
UG-2016-7Z-00000433,-3.2828829201766
UG-2011-6#-00000006,2.6247180422151195
UG-2011-6#-00000594,0.69540692400755
UG-2006-5#-00000108,0.2042398058296817
UG-2014-7#-00000168,-1.0360953465000915
UG-2009-5Z-00000056,0.3627542442746301
UG-2016-7Z-00000046,-1.1179037614826983
UG-2006-5#-00000133,-1.3760106031022228
UG-2011-6#-00000478,-3.763582340724333
