DHSID_EA,most_relevant_sentences
NG-2003-4Z-00000332,"The Rivers State Ministry of Works is a ministry of the Government of Rivers State concerned with providing socio-economic infrastructure in Rivers State, Nigeria"
NG-2018-7Z-00001128,"Besides offering medical services, the hospital tends to provide clinical education and training to students, nurses, and other healthcare professionals"
NG-2018-7Z-00001245,The bridge has a 9-metre headroom above water level in order to allow for the flow of maritime traffic
NG-2008-5#-00000791,"In the heart of the Niger Delta, habitation in the general region is sandwiched between salt water and the brackish water of mangrove swamps and most locals make their living from fishing or small scale trading, or by providing services to multi-national oil companies active in the area"
NG-2010-6#-00000165,"Cameroon was thus given a substantial Nigerian population and was required to protect their rights, infrastructure and welfare"
NG-2013-6Z-00000034,"This waste management problem is also attributable to unsustainable environmental management lifestyles of Kubwa community in the Federal Capital Territory, where there are habits of indiscriminate disposal of waste, dumping of waste along or into the canals, sewerage systems that are channels for water flows, and the like"
NG-2010-6#-00000231,"), The Palace museum, Igbodu place/Cave Ori Oke, Ayeye (mythical stream), Alagaso water source, Alagaso cave, Oke Moori, Okuta Odo (Motar) hill, Osun shrine, Obatala shrine, Igbo Igbale, Isikan hill, Ile Nla (Antiquated palace building), Ota Igun hill, Gbanla/Oso Osi site, Ojolukoko shrine, Oba Ogunmolu shrine, Isanpa, Traditional war fence (Earth), Traditional stone wall fence, Sanpona shrine Oke Agbo and Ira Tree site"
NG-2018-7Z-00000613,The 2 water bodies can be utilized for other things such as irrigation and hydro-power generation
NG-2010-6#-00000093,"It is in close proximity to Bagauda dam which supplies most of the potable water of Bebeji, the federal government recently approved a dam in Bebeji to supplement the Bagauda dam sometimes known for its structural failures"
NG-2013-6Z-00000822,It seems that the builders of these fortifications deliberately tried to reach groundwater or clay to create a swampy bottom for the ditch
