DHSID_EA,sanitation_index
GH-2016-7Z-00000023,4.178571428571429
GH-2019-8#-00000025,4.2
GH-2014-7#-00000269,4.724137931034483
GH-1998-4#-00000208,
GH-1998-4#-00000343,
GH-2019-8#-00000047,4.866666666666666
GH-1998-4#-00000127,
GH-2014-7#-00000178,3.931034482758621
GH-2008-5Z-00000123,3.821428571428572
GH-2008-5Z-00000117,3.6666666666666665
GH-2003-4Z-00000223,
GH-2003-4Z-00000224,
GH-1998-4#-00000014,
GH-2019-8#-00000023,2.066666666666667
GH-2014-7#-00000112,3.0
GH-2019-8#-00000001,2.566666666666667
GH-2003-4Z-00000218,
GH-2008-5Z-00000086,5.0
GH-2019-8#-00000049,4.833333333333333
GH-2016-7Z-00000149,1.1333333333333333
GH-2008-5Z-00000045,3.6
GH-1998-4#-00000203,
GH-2008-5Z-00000215,4.296296296296297
GH-2003-4Z-00000291,
GH-1998-4#-00000110,
GH-2003-4Z-00000162,
GH-2003-4Z-00000300,
GH-1998-4#-00000119,
GH-2008-5Z-00000204,3.12
GH-2003-4Z-00000241,
GH-2008-5Z-00000104,4.137931034482759
