DHSID_EA,sanitation_index
NG-2003-4Z-00000332,
NG-2018-7Z-00001128,4.9
NG-2018-7Z-00001245,5.0
NG-2008-5#-00000791,2.804878048780488
NG-2010-6#-00000165,2.28
NG-2013-6Z-00000034,5.0
NG-2010-6#-00000231,2.12
NG-2018-7Z-00000613,2.7241379310344827
NG-2010-6#-00000093,2.75
NG-2013-6Z-00000822,3.674418604651162
NG-2003-4Z-00000250,
NG-2015-7#-00000119,5.0
NG-2018-7Z-00001202,4.962962962962963
NG-2018-7Z-00001378,4.5
NG-2013-6Z-00000783,2.225
NG-2008-5#-00000611,5.0
NG-2015-7#-00000013,2.2
NG-2018-7Z-00000528,3.5
NG-2003-4Z-00000054,
NG-2003-4Z-00000351,
NG-2013-6Z-00000575,1.7555555555555555
NG-2008-5#-00000814,3.8780487804878048
NG-2018-7Z-00000417,2.433333333333333
NG-2018-7Z-00000767,3.7586206896551726
NG-2018-7Z-00000702,1.0
NG-2003-4Z-00000313,
NG-2015-7#-00000019,4.166666666666667
NG-2008-5#-00000007,1.0
NG-2008-5#-00000671,2.032258064516129
NG-2013-6Z-00000400,3.1333333333333333
NG-2013-6Z-00000173,1.0666666666666669
NG-2013-6Z-00000641,2.6444444444444444
NG-2018-7Z-00001399,1.0
NG-2018-7Z-00000355,2.5
NG-2008-5#-00000495,1.195121951219512
NG-2008-5#-00000514,1.525
NG-2013-6Z-00000865,3.0
NG-2018-7Z-00000736,2.333333333333333
NG-2003-4Z-00000210,
NG-2018-7Z-00000967,3.3666666666666667
NG-2018-7Z-00000968,3.533333333333333
NG-2003-4Z-00000326,
NG-2008-5#-00000504,1.951219512195122
NG-2015-7#-00000188,1.08
NG-2013-6Z-00000511,4.377777777777778
NG-2003-4Z-00000220,
NG-2018-7Z-00000986,1.1428571428571428
NG-2018-7Z-00000345,2.3448275862068964
NG-2018-7Z-00001192,3.5
NG-2018-7Z-00000897,1.65
NG-2018-7Z-00000869,2.1
NG-2013-6Z-00000336,3.613636363636364
NG-2013-6Z-00000357,3.2222222222222223
NG-2018-7Z-00001275,2.7586206896551726
NG-2008-5#-00000043,3.914285714285714
NG-2018-7Z-00000734,2.0
NG-2018-7Z-00001270,2.6666666666666665
NG-2008-5#-00000823,2.341463414634146
NG-2018-7Z-00001025,3.5384615384615383
NG-2018-7Z-00001224,3.8333333333333335
NG-2015-7#-00000243,3.7083333333333335
NG-2013-6Z-00000819,4.0227272727272725
NG-2018-7Z-00001130,4.620689655172414
NG-2008-5#-00000460,4.0344827586206895
NG-2010-6#-00000101,3.625
NG-2013-6Z-00000608,3.675
NG-2013-6Z-00000786,4.372093023255814
NG-2003-4Z-00000299,
NG-2018-7Z-00001280,1.4333333333333331
NG-2008-5#-00000778,2.8780487804878048
NG-2008-5#-00000299,3.435897435897436
NG-2008-5#-00000591,3.282051282051282
NG-2008-5#-00000097,3.8947368421052633
NG-2003-4Z-00000272,
NG-2008-5#-00000483,4.825
NG-2018-7Z-00000059,3.033333333333333
NG-2018-7Z-00000086,1.3
NG-2013-6Z-00000353,2.7045454545454546
