DHSID_EA,sanitation_index
GY-2009-5Z-00000222,2.95
GY-2009-5Z-00000009,2.6842105263157894
GY-2009-5Z-00000013,2.333333333333333
GY-2009-5Z-00000294,4.1875
GY-2009-5Z-00000185,2.9
GY-2009-5Z-00000186,3.0
GY-2009-5Z-00000183,2.45
GY-2009-5Z-00000293,4.7368421052631575
GY-2009-5Z-00000197,3.1
GY-2009-5Z-00000059,4.333333333333333
GY-2009-5Z-00000191,3.842105263157895
GY-2009-5Z-00000230,2.65
GY-2009-5Z-00000142,4.25
GY-2009-5Z-00000141,3.2142857142857144
GY-2009-5Z-00000262,5.0
GY-2009-5Z-00000193,2.8
GY-2009-5Z-00000280,5.0
GY-2009-5Z-00000233,4.888888888888889
GY-2009-5Z-00000144,4.157894736842105
GY-2009-5Z-00000210,1.25
GY-2009-5Z-00000012,2.571428571428572
