DHSID_EA,water_index
HT-2016-7#-00000379,1.4
HT-2016-7#-00000048,3.966666666666667
HT-2000-4#-00000047,
HT-2000-4#-00000160,
HT-2000-4#-00000131,
HT-2012-6#-00000106,3.0
HT-2000-4#-00000278,
HT-2016-7#-00000298,4.2
HT-2012-6#-00000262,1.3
HT-2012-6#-00000443,1.2
HT-2012-6#-00000431,4.142857142857143
HT-2000-4#-00000230,
HT-2006-5#-00000030,3.0
HT-2006-5#-00000101,1.0
HT-2012-6#-00000399,1.0
HT-2012-6#-00000445,3.1724137931034484
HT-2012-6#-00000342,4.5
HT-2006-5#-00000032,5.0
HT-2012-6#-00000031,4.32258064516129
HT-2016-7#-00000185,4.833333333333333
HT-2012-6#-00000098,4.931034482758621
HT-2012-6#-00000366,2.0
