DHSID_EA,women_edu
CO-2010-6#-00000095,0.4
CO-2010-6#-00004868,8.916666666666666
CO-2010-6#-00000076,7.181818181818182
CO-2010-6#-00003633,5.111111111111111
CO-2010-6#-00001651,11.0
CO-2010-6#-00000756,5.857142857142857
CO-2010-6#-00004849,11.4
CO-2010-6#-00001788,6.2
CO-2010-6#-00003421,7.166666666666667
CO-2010-6#-00004360,5.545454545454546
CO-2010-6#-00003788,8.142857142857142
CO-2010-6#-00004611,12.428571428571429
CO-2010-6#-00004110,8.875
CO-2010-6#-00003642,6.454545454545454
CO-2010-6#-00004648,
CO-2010-6#-00004686,13.538461538461538
CO-2010-6#-00004608,13.5
CO-2010-6#-00004802,13.272727272727272
CO-2010-6#-00004816,13.0
CO-2010-6#-00003628,8.636363636363637
CO-2010-6#-00001022,14.75
CO-2010-6#-00001886,10.11111111111111
CO-2010-6#-00003645,6.75
CO-2010-6#-00003085,
CO-2010-6#-00001899,14.6
CO-2010-6#-00003824,9.866666666666667
CO-2010-6#-00001152,4.818181818181818
CO-2010-6#-00004270,7.0
CO-2010-6#-00003867,5.833333333333333
CO-2010-6#-00001916,11.642857142857142
CO-2010-6#-00002001,8.583333333333334
CO-2010-6#-00002181,6.7
CO-2010-6#-00002584,
CO-2010-6#-00003469,11.7
CO-2010-6#-00004895,15.4
CO-2010-6#-00002856,12.2
CO-2010-6#-00001154,7.2
CO-2010-6#-00004615,12.0
CO-2010-6#-00002126,6.571428571428571
CO-2010-6#-00002697,10.166666666666666
CO-2010-6#-00001828,7.909090909090909
CO-2010-6#-00000646,8.85
CO-2010-6#-00004937,12.5
CO-2010-6#-00004634,11.384615384615383
CO-2010-6#-00004393,7.6
CO-2010-6#-00004601,14.142857142857142
CO-2010-6#-00001146,
CO-2010-6#-00001272,9.4
CO-2010-6#-00002978,9.153846153846152
CO-2010-6#-00001681,7.222222222222222
CO-2010-6#-00002190,11.833333333333334
CO-2010-6#-00004808,14.0
CO-2010-6#-00001513,
CO-2010-6#-00004742,13.818181818181818
CO-2010-6#-00004234,9.733333333333333
CO-2010-6#-00001351,11.727272727272728
CO-2010-6#-00004651,
CO-2010-6#-00004217,10.105263157894736
CO-2010-6#-00004613,9.9
CO-2010-6#-00004933,
CO-2010-6#-00002332,10.666666666666666
CO-2010-6#-00002004,8.454545454545455
CO-2010-6#-00001820,10.4
CO-2010-6#-00000387,9.1
CO-2010-6#-00001537,7.863636363636363
CO-2010-6#-00003799,
CO-2010-6#-00002349,7.6
CO-2010-6#-00004646,
CO-2010-6#-00001149,4.75
