DHSID_EA,sanitation_index
KY-2012-6#-00000281,3.074074074074074
KY-2012-6#-00000003,3.076923076923077
KY-2012-6#-00000018,3.0
KY-2012-6#-00000235,3.24
KY-2012-6#-00000142,3.0
KY-2012-6#-00000237,3.269230769230769
KY-2012-6#-00000153,3.230769230769231
KY-2012-6#-00000063,3.0
KY-2012-6#-00000016,3.0
KY-2012-6#-00000069,3.0
KY-2012-6#-00000278,3.3076923076923075
KY-2012-6#-00000081,2.958333333333333
KY-2012-6#-00000083,3.0
KY-2012-6#-00000065,2.958333333333333
KY-2012-6#-00000012,3.076923076923077
KY-2012-6#-00000166,3.0
KY-2012-6#-00000216,3.230769230769231
KY-2012-6#-00000071,3.0
KY-2012-6#-00000084,3.0
KY-2012-6#-00000288,3.0
KY-2012-6#-00000182,3.0
KY-2012-6#-00000026,3.076923076923077
KY-2012-6#-00000024,3.1666666666666665
KY-2012-6#-00000191,3.0
KY-2012-6#-00000014,3.0
KY-2012-6#-00000080,3.0
