DHSID_EA,sanitation_index
MM-2016-7#-00000388,3.8620689655172415
MM-2016-7#-00000377,3.3448275862068964
MM-2016-7#-00000302,2.1333333333333333
MM-2016-7#-00000026,3.8181818181818175
MM-2016-7#-00000374,2.310344827586207
MM-2016-7#-00000436,2.827586206896552
MM-2016-7#-00000393,3.8461538461538463
MM-2016-7#-00000054,4.185185185185185
MM-2016-7#-00000314,3.5357142857142856
MM-2016-7#-00000287,2.966666666666667
MM-2016-7#-00000353,1.1666666666666667
MM-2016-7#-00000133,3.458333333333333
MM-2016-7#-00000275,2.4827586206896552
MM-2016-7#-00000167,2.0357142857142856
MM-2016-7#-00000364,4.655172413793103
MM-2016-7#-00000263,3.642857142857143
MM-2016-7#-00000280,2.821428571428572
MM-2016-7#-00000332,4.0344827586206895
MM-2016-7#-00000093,3.4615384615384617
MM-2016-7#-00000244,2.7857142857142856
MM-2016-7#-00000414,3.7777777777777777
MM-2016-7#-00000040,2.413793103448276
MM-2016-7#-00000257,3.5
MM-2016-7#-00000047,3.7
MM-2016-7#-00000264,3.6
MM-2016-7#-00000325,2.5172413793103448
MM-2016-7#-00000290,3.892857142857143
MM-2016-7#-00000191,2.7666666666666666
MM-2016-7#-00000120,2.966666666666667
MM-2016-7#-00000011,2.48
MM-2016-7#-00000039,3.1
MM-2016-7#-00000074,4.310344827586207
MM-2016-7#-00000131,2.083333333333333
MM-2016-7#-00000090,3.7
MM-2016-7#-00000421,3.655172413793104
MM-2016-7#-00000419,2.6666666666666665
MM-2016-7#-00000360,4.172413793103448
MM-2016-7#-00000346,2.0
MM-2016-7#-00000270,4.833333333333333
MM-2016-7#-00000422,3.896551724137931
MM-2016-7#-00000119,4.037037037037037
MM-2016-7#-00000007,3.310344827586207
MM-2016-7#-00000089,3.857142857142857
