DHSID_EA,clean_sentences,most_relevant_sentences
MD-2011-6#-00000012,"['Mantasoa Dam is a buttress dam on the Varahina-North River, a tributary of the Ikopa River, near Mantasoa in the Analamanga Region of Madagascar', ' The dam was constructed by the French Business Company between 1937 and 1938', ' It creates Lake Mantasoa which has a surface area of ', ' The dam itself is made of  of concrete and has a reinforced buttress design', ' Water released from the dam supplies a regulated flow to hydroelectric power station at the Antelomita Dams downstream', ' A saddle dam on the north side of the Mantosoa reservoir regulates water flow into the Mandraka River for the Mandraka Dam downstream', '  See also Tsiazompaniry Dam – on the Varahina South River  References  Category:Dams in Madagascar Category:Analamanga Category:Buttress dams Category:Dams completed in 1938']",A saddle dam on the north side of the Mantosoa reservoir regulates water flow into the Mandraka River for the Mandraka Dam downstream
MD-2008-5#-00000069,"['The Tsiazompaniry Dam is a buttress dam on the Varahina-South River, a tributary of the Ikopa River, near Tsiazompaniry in the Analamanga Region of Madagascar', ' The dam was constructed by a French firm in 1956', ' It creates Lake Tsiazompaniry, the largest reservoir in the country, which has a surface area of  and a storage volume of ', ' A second buttress dam,  northwest of the main dam helps withhold the reservoir', ' Water released from the dam supplies a regulated flow to hydroelectric power station at the Antelomita Dam downstream', ' Efforts to install a 5', '25 MW power station at the base of the dam began in 2011', '  See also Mantasoa Dam – on the Varahina North River  References  Category:Dams in Madagascar Category:Analamanga Category:Buttress dams Category:Dams completed in 1956']","A second buttress dam, northwest of the main dam helps withhold the reservoir"
MD-2008-5#-00000344,"['Mandraka Dam is a gravity dam on the Mandraka River near Mandraka in the Analamanga Region of Madagascar', ' The dam was constructed by a French firm by 1956 and creates Lake Mandraka', '  Mandraka Power Station The dam supplies water to a  hydroelectric power station  to the east, down in the valley', ' The change in elevation between the dam and power station affords a hydraulic head on ', ' The dam and power station are operated and owned by Jirama and the four  Pelton turbine-generators were commissioned between 1958 and 1972', '  See also  Mantasoa Dam – regulates water flow to Mandraka Dam  References  Category:Dams in Madagascar Category:Analamanga Category:Gravity dams Category:Dams completed in 1956']","Mandraka Power Station The dam supplies water to a hydroelectric power station to the east, down in the valley"
MD-2008-5#-00000055,"['The Antelomita Hydroelectric Power Station is located in the rural commune Anjeva Gara of the Analamanga Region, Madagascar', ' The hydroelectric power station comprises two parts, Antelomita I and II', ' Both are adjacent to one another on separate water falls along the Ikopa River', ' Each water fall is dammed and water is diverted to the power station; each of which contains three  generators', ' The first two were commissioned in 1930, the second two in 1952 and the final two in 1953', ' Both stages have an installed capacity of ', ' They were built by a French firm but are now owned and operated by Jirama', ' The Tsiazompaniry and Mantasoa Dams upstream regulate water to the power station', '  It is situated in a distance of 48 km South-East from Antananarivo, 10 km East of Anjeva Gara and 14 km from Ambohimanambola', 'CENTRALE HYDRO-ELECTRIQUE', ' CAS DE LA JIRAMA ANTELOMITA  References  Category:Energy infrastructure completed in 1930 Category:Energy infrastructure completed in 1953 Category:Dams in Madagascar Category:Hydroelectric power stations in Madagascar Category:Analamanga']",Each water fall is dammed and water is diverted to the power station; each of which contains three generators
MD-1997-3#-00000143,"['The Andekaleka Dam is a gravity dam on the Vohitra river near Andekaleka in eastern Madagascar', ' The primary purpose of the dam is hydroelectric power generation and it diverts water from the Vohitra east into a  headrace tunnel where it reaches a  underground power station', ' After water charges the turbine-generators, it travels down a  tailrace tunnel before it reenters the Vohitra River', ' The drop in elevation between the dam and power station affords a hydraulic head of ', ' The dam and power station were funded by the World Bank at a cost of US$142', '1 million', ' It was constructed between 1978 and 1982', ' The power station can house up to four generators', ' The first two were operational in 1982 and a third in 2012', ' Generator one and two host Vevey and Jeumont turbines while the third is made by HEC', ' They all use Francis reaction turbines  which typically range from 10 to 700MW  and with water head operating from 10 to 600 meters   References  Category:Dams completed in 1982 Category:Dams in Madagascar Category:Analamanga Category:Gravity dams Category:Underground power stations Category:1982 establishments in Madagascar']",The Andekaleka Dam is a gravity dam on the Vohitra river near Andekaleka in eastern Madagascar.The primary purpose of the dam is hydroelectric power generation and it diverts water from the Vohitra east into a headrace tunnel where it reaches a underground power station
