DHSID_EA,sanitation_index
BD-2011-6#-00000194,
BD-2014-7#-00000277,2.033333333333333
BD-2017-7Z-00000250,5.0
BD-2017-7Z-00000337,3.888888888888889
BD-2000-4#-00000435,
BD-2007-5#-00000153,3.206896551724138
BD-2017-7Z-00000175,4.933333333333334
BD-2000-4#-00000268,
BD-2017-7Z-00000247,5.0
BD-2014-7#-00000164,4.5
BD-2000-4#-00000496,
BD-2014-7#-00000272,5.0
BD-2007-5#-00000244,2.3448275862068964
BD-2011-6#-00000039,
BD-2014-7#-00000077,3.066666666666667
BD-2011-6#-00000167,
BD-2014-7#-00000590,4.068965517241379
BD-2011-6#-00000110,
BD-2014-7#-00000160,3.689655172413793
BD-2011-6#-00000309,
BD-2011-6#-00000355,
BD-2014-7#-00000339,3.3666666666666667
BD-2014-7#-00000123,2.7241379310344827
BD-2007-5#-00000055,3.3448275862068964
BD-2011-6#-00000197,
BD-2014-7#-00000159,4.962962962962963
BD-2017-7Z-00000269,3.6666666666666665
BD-2017-7Z-00000423,2.896551724137931
BD-2011-6#-00000151,
BD-2011-6#-00000443,
BD-2017-7Z-00000254,4.75
BD-2017-7Z-00000345,4.066666666666666
BD-2014-7#-00000117,3.2142857142857144
BD-2017-7Z-00000244,4.827586206896552
BD-2007-5#-00000290,2.413793103448276
BD-2017-7Z-00000427,3.310344827586207
BD-2011-6#-00000211,
BD-2011-6#-00000559,
BD-2000-4#-00000363,
BD-2011-6#-00000191,
BD-2000-4#-00000185,
BD-2017-7Z-00000647,4.206896551724138
BD-2014-7#-00000137,2.5
BD-2011-6#-00000540,
BD-2014-7#-00000573,2.310344827586207
BD-2014-7#-00000144,3.7777777777777777
BD-2017-7Z-00000621,3.066666666666667
BD-2004-4Z-00000082,
BD-2007-5#-00000303,3.72
BD-2000-4#-00000428,
BD-2017-7Z-00000255,5.0
BD-2014-7#-00000192,3.5185185185185186
BD-2004-4Z-00000522,
BD-2014-7#-00000143,4.0
BD-2000-4#-00000282,
BD-2017-7Z-00000514,5.0
BD-2011-6#-00000477,
BD-2011-6#-00000168,
BD-2011-6#-00000326,
BD-2007-5#-00000163,4.307692307692308
BD-2014-7#-00000096,3.4482758620689653
