DHSID_EA,clean_sentences,most_relevant_sentences
UG-2018-7Z-00000057,"['Luweero Secondary School, also Luwero Secondary School, whose full name is Luweero Senior Secondary School, is a combined middle (Senior 1 to Senior 4) and high school (Senior 5 to Senior 6), in the town of Luweero, in Luweero District, in the Buganda Region of Uganda', ' The school is a Church of Uganda funded and owned, government-aided, mixed, day and boarding school', '    Location Luweero SSS is located in the town of Luweero, along the Kampala–Gulu Highway, approximately , by road, north of Kampala, the capital of Uganda and its largest city', "" The geographical coordinates of the school campus are 0°50'15"", '0""N, 32°29\'44', '0""E (Latitude:0', '837500; Longitude:32', '495556)', ""  History  The school's foundation is laid on the Anglican Church of Uganda"", ' The school originated from a joint Parents meeting of Luweero Boys and Luweero Girls Schools held on 23 November 1964 chaired by retired Parish Priest Reverend Canon Sajjabi', '  He was the overall supervisor of both school on behalf of Namirembe Diocese', '  In that particular meeting parents passed the resolution to start a Senior Secondary School versed on Church of Uganda foundation', '  That year the Government of Uganda declared the phasing out of the primary eight classes which was leading a pupil to sit for Junior Secondary Certificate Examinations', '  A year was slashed off and a new level introduced a primary leaving examination (PLE) Certificate after completing a seven-year course', '  In 1964 Reverend Canon Sajjabi advised the parents to elect an organizing committee for the construction of a secondary school block', '  The committee was elected and the school started in 1968, with a population of eight (8) students', ' The school has now a population of 1500 students', ' It is the biggest day Government Aided School in Luweero District', '  The School offers Boarding Facilities to those students whose homes are far from school', ' To date Luweero SS is one of the best performing schools in the District and the County in the National Examinations', '  School activities  The school engages its staff and students in different activities', ' These include   Teaching the learners  Conducting workshops and seminars for staff development', '  Conducting spiritual activities for both the students and staff members  Regular meetings for Board of Governors, parents, staff and students', '  Visitation field work, study tours, commemoration and competitions', '  Community outreach programmes  Inducting new employees students in the school system  Teamwork and unity is greatly emphasized in order to realize good result  Teachers are self-motivated', ' They carry out effective teaching by keeping time so that no time is wasted', ' Teachers give exercises and mark students exercises especially are mathematics and English beginning of term, mid term and end of term examinations are three compulsory sets of examination which students must write', '  Teachers also show keen interest by helping learners who have learning challenges outside the normal lessons', '  Workshops and Seminars for Students and Staff Development  The school organizes and encourages teachers and students to attend', ' Some of the workshops had themes such as “Effective Teaching”, Team Work and, Effective Communication  Field work and study trips  Students visit and travel for study purposes various areas outside their school', ' Geography and agriculture trips are common students study the phenomenon as it exist in the field in so doing students are taught how to take clear observations, gain skills in recording information and analyzing the data collected in the field students are helped to appreciate and maintain the environment', '  Guidance and Counseling  It is every teachers role to guide and counsel students', ' Students are guided in their curricular and co-curricular activities', ' Students who have different forms of challenges are also counseled', ' This helps them to overcome hard times when they cannot stand on their own', ' In so doing students are enabled to stay in school and learn effectively', '  Community Outreach Programmes  The staff and students participate in activities and create a close relationship with the surrounding community', ' The patriotic club offered to clean Kasana town market and the cleaning was done communally with the local population such activities create a strong bond between the community and the school hence school community relations', '  Inducting New Staff and Students The newly recruited teachers are inducted to get into the school system by the Dean of Studies, Semambo Joseph', ' The old staff also helped the new members to become conversant with the system', '  Prefects play an active role in helping the new students becoming adopted to the new environments', '  Set of school rules and regulations are usually handed over to the newcomers who are encouraged to read, understand and sign them', '  Student counselors do help their fellow students to keep on the right track', '  See also  List of schools in Uganda  References  External links  Website of the Church o Uganda  Category:Schools in Uganda Category:Luweero District Category:Educational institutions established in 1964 Category:1964 establishments in Uganda Category:Central Region, Uganda']","Workshops and Seminars for Students and Staff Development The school organizes and encourages teachers and students to attend.Geography and agriculture trips are common students study the phenomenon as it exist in the field in so doing students are taught how to take clear observations, gain skills in recording information and analyzing the data collected in the field students are helped to appreciate and maintain the environment"
UG-2000-4#-00001002,"['Kyebambe Girls Secondary School is a residential girls-only secondary school located in Fort Portal, Kabarole District in western Uganda', ' It was founded in 1910 under the Church of Uganda and named after the Omukama of Toro, Daudi Kasagama Kyebambe IV', '  Location The school is situated a distance of approximately 2 Kilometres from the heart of Fort Portal town which is approximately 290 kilometres from Kampala, the capital and largest city of Uganda', '  Academics Subjects offered at ""O"" Level include; Biology, Chemistry, Christian Religious Education, Commerce, Computer Studies, English Language and Literature, Fine Art, French, Geography, History, Mathematics, and Physics', '  At ""A"" Level subjects offered are categorised into Arts and Sciences', '  The Arts subjects offered are; History, Economics, Divinity, French, Literature in English, Geography, Computer Studies and Fine Art', '  The Science subjects offered are Physics, Chemistry, Mathematics, Biology, Subsidiary Mathematics and General Paper which is compulsory', '  Notable alumni  Princess Elizabeth of Toro  Jane Kaberuka, writer of fiction and autobiography, and senior civil servant  Barbara Kaija, Editor-In-Chief, Vision Group  Joy Doreen Biira, Journalist and media personality', '   References    External links  ""O-levels: best and worst in 3 years "" ""Museveni promises to build houses for teachers"" ""Tooro Kingdom Mourns Passing of Princess""  Category:Christian schools in Uganda Category:Boarding schools in Uganda Category:Educational institutions established in 1910 Category:Girls\' schools in Uganda Category:Kabarole District Category:Kumusha Category:1910 establishments in Uganda']","References External links ""O-levels: best and worst in 3 years "" ""Museveni promises to build houses for teachers"" ""Tooro Kingdom Mourns Passing of Princess"" Category:Christian schools in Uganda Category:Boarding schools in Uganda Category:Educational institutions established in 1910 Category:Girls' schools in Uganda Category:Kabarole District Category:Kumusha Category:1910 establishments in Uganda"
UG-2006-5#-00000093,"['thumb|The building at Ggaba Demonstration Primary School where the school started', "" thumb|Celebration of the school's 30th anniversary thumb|The school's teachers, parents and the Fathers St"", ' Denis Ssebugwawo Secondary School is a Ugandan mixed day and boarding school, located in Ggaba, Kampala District', '  The school covers senior one to senior six classes', ' It is a Universal Secondary Education (U', 'S', 'E', ') school, funded by the government and the Catholic Church', '   The school is named after St', ' Denis Ssebugwawo, one of the Uganda Martyrs', ""  Location The school is located in Ggaba, approximately  south of Kampala, Uganda's capital and largest city"", ' The school grounds cover an area of  on the main road to Ggaba opposite the junction to Munyonyo', ' The school is located one kilometer from the Ggaba landing site', '  History The school was started in 1984, at the same time as other schools including Kitebi S', 'S', ', Kalinabiri S', 'S', ', Luzira S', 'S', ' and Kawempe Muslim S', 'S', '   Until 1991, the school was located at Ggaba Demonstration Primary School', ' The school shifted to its present site when St', ' Karoli Lwanga Catholic Church Ggaba offered seven acres of land to the school', '    Former head teachers   Mr', ' Kateregga Charles (Omulangira) – 1984–1988  Mr', ' Kiwewa Francis Xavier – 1989–1996  Mr', ' Nsumba Charles Wokulira (deceased) – 1996–2005  Ms', ' Achayo Christine – 2005–2009  Mrs', "" Nassiwa Teddy Ddamulira – since 2010  The school's first head teacher, Mr"", ' Kateregga Charles, helped in nurturing the school through difficult hurdles at the start  The second head teacher, Mr', ' Kiwewa Francis Xavier, served as head teacher from March 1989 to January 1996', ' He was a young teacher, promoted from the school staff', ' The school shifted to its current site during his leadership', '  He worked with the local council officials, the community around, teachers, parents and students', ' One project involved making bricks manually', ' The school anthem and the school badge were Mr', "" Kiwewa's initiative"", '  In 1996, Mr', ' Nsumba Charles Wokulira (late) was transferred to St', ' Denis S', 'S Ggaba', ' Before his retirement in 2005, he added a two-classroom block, a laboratory and a school main hall', '   The next head teacher was Ms', ' Achayo Christine, who became a member of the Parliament of Uganda', ' She joined the school in 2004 as the deputy head teacher and later took over office in 2005', ' Her achievements included improved discipline and academic performance, and construction of the Magandazi block and the school playground', ' The school enrollment also increased and parents placed confidence in the school', '  The headteacher since 2010, Mrs', ' Nassiwa Teddy Ddamulira has strengthened relationships between German supporters, the Ministry of Education and Sports and other well wishers', ' She has established a new World Bank-funded classroom and library block', '  Student houses The student houses are named after Catholic saints', '   St', ' Charles House  St', ' Cecilia House  St', ' Noah House  St', ' Theresa House  Curriculum The school follows the curriculum provided by the Ministry of Education and Sports through the National Curriculum Development Centre (NCDC)', ' It provides both Ordinary Level and Advanced Level teaching', '  The subjects taught at O-Level include:   Biology  Chemistry  Physics  Mathematics  Geography  History  Christian religious education (C', 'R', 'E', ')  Agriculture  English language  Commerce  Literature  Fine art  Luganda  Computer studies  Kiswahili  Physical education  The subjects taught at A-Level include:   Geography  History  Divinity  Entrepreneurship  Economics  Luganda  Literature  Fine art  General paper  Functional computing  Biology  Physics  Mathematics  Agriculture  Subsidiary mathematics  At A-level, students can choose a maximum of three subjects as a combination', '   See also   Education in Uganda  List of boarding schools  List of schools in Uganda  Roman Catholicism in Uganda  References  External links St', 'Denis Ssebugwawo Secondary School on Schools in Uganda  Category:1984 establishments in Uganda Category:Boarding schools in Uganda  Category:Christian schools in Uganda Category:Co-educational boarding schools Category:Educational institutions established in 1984 Category:Kampala District Category:Mixed schools in Uganda Category:Catholic boarding schools Category:Catholic Church in Uganda Category:Catholic secondary schools in Africa Category:Secondary schools in Uganda  Category:Kumusha']",Denis Ssebugwawo Secondary School on Schools in Uganda Category:1984 establishments in Uganda Category:Boarding schools in Uganda Category:Christian schools in Uganda Category:Co-educational boarding schools Category:Educational institutions established in 1984 Category:Kampala District Category:Mixed schools in Uganda Category:Catholic boarding schools Category:Catholic Church in Uganda Category:Catholic secondary schools in Africa Category:Secondary schools in Uganda Category:Kumusha
UG-2006-5#-00000011,"['Kako Senior Secondary School (Kako SSS), is a government aided, mixed boarding middle and high school (grades 8 - 13) in Uganda', '  Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world', ' Kako lies approximately , southwest of Kampala, the capital of Uganda and the largest city in that country', "" The coordinates of Kako Senior Secondary School are:0°18'19"", '0""S, 31°48\'26', '0""E (Latitude:-0', '305278; Longitude:31', '807222)', '  History The school was founded by several individuals in the Anglican Church in what was then West Buganda Diocese, in 1963', ' These included the following:   The late Tomasi Ssemukasa, who at that time, was the Sub-county Chief of Mukungwe subcounty, donated land, to which others and the Anglican Church added to accommodate the current school campus', ' The first headmaster was Mesusera Kayongo, one of the founders', '  Academics Kako Senior Secondary School teaches the subjects commonly taught at O-Level and A-Level', ' In addition, the school teaches practical vocational subjects including (a) computer science (b) metal work (c) wood work (d) carpentry and (e) food & nutrition', ' At A-Level, both Science and Art subjects are offered', '  Prominent alumni The following prominent people attended Kako Senior Secondary School:  Salim Saleh - High-ranking Military Officer in the UPDF', "" Formerly, Uganda's Minister of State for Microfinance"", ' Senior Adviser to the President of Uganda on military matters', '  Davis Kamoga - Bronze Medal winner in 400 meters at the 1996 Summer Olympics in Atlanta, Georgia  Captain Frank Musisi - Commanding Officer for Headquarters & Headquarters Company, 377th Theater Sustainment Command, United States Army, New Orleans, Louisiana', '  See also  Education in Uganda  Masaka District  References  External links  Website of Kako Senior Secondary School  Rankings of All Accredited Senior Secondary Schools In Uganda In 2009    Uganda: Fundraisers a Waste of Time, Says Museveni  Top Schools In Uganda: 2000 - 2010  Category:Boarding schools in Uganda Category:Educational institutions established in 1963 Category:Mixed schools in Uganda Category:Secondary schools in Uganda Category:1963 establishments in Uganda Category:Masaka District']","See also Education in Uganda Masaka District References External links Website of Kako Senior Secondary School Rankings of All Accredited Senior Secondary Schools In Uganda In 2009 Uganda: Fundraisers a Waste of Time, Says Museveni Top Schools In Uganda: 2000 - 2010 Category:Boarding schools in Uganda Category:Educational institutions established in 1963 Category:Mixed schools in Uganda Category:Secondary schools in Uganda Category:1963 establishments in Uganda Category:Masaka District"
UG-2011-6#-00000287,"['Kaliro Power Station is a  bagasse-fired thermal power plant in Uganda, the third-largest economy in the East African Community', '  Location The power station is located on the campus of Sugar & Allied Industries Limited, the owners of the power station', ' This location lies in the village of Buwaya, about  northwest of the town of Kaliro, in Kaliro District, Eastern Uganda', ' This about  north of Iganga, the nearest large town', ' Kaliro Power Station lies about  northeast of Kampala, the capital and largest city in the country', "" The coordinates of the power station are 0°56'50"", '0""N, 33°29\'13', '0""E (Latitude:0', '947217; Longitude:33', '486939)', '  Overview Kaliro Power Station is owned and operated by Sugar & Allied Industries Limited (SAIL), the third-largest sugar manufacturer in Uganda', ' The power station was designed and built around the sugar manufacturing plant of SAIL', ' The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam', ' The steam is pressurized and used to drive turbines which then generate electricity', ' The excess heat is used in the sugar manufacturing process', ' , the power station was capable of producing a maximum of 12MW of electricity, 5MW of which was utilized internally by SAIL', ' The remaining 7MW is sold to the national electricity grid', ' The plant is expandable to a maximum capacity of 22MW', ' Both SAIL and Kaliro Power Station are subsidiaries and member companies of the Alam Group, a multimillion-dollar conglomerate based in Uganda with subsidiaries in Kenya and Rwanda', '  Licensure In October 2014, the Electricity Regulatory Authority (ERA), issued a power production license to Kaliro Power Station for 11', '9MW', ""  See also  References  External links All Uganda's Three Major Sugar Factories Co-generate Electricity From Bagasse Analysis of Uganda's Present And Future Electricity Needs And Sources  Category:Industrial buildings completed in 2014 Category:Bagasse-fired power stations in Uganda Category:Kaliro District Category:Alam Group""]","Location The power station is located on the campus of Sugar & Allied Industries Limited, the owners of the power station"
UG-2016-7Z-00000037,"['Kibuli Secondary School (KSS) is a mixed boarding junior (S1-S4) and senior (S5-S6) school in Uganda', ""  Location KSS is located on Kibuli Hill, in Makindye Division, in the south-central part of the city of Kampala, Uganda's capital and largest city"", "" The coordinates of Kibuli Secondary School are:0°18'38"", '0""N, 32°35\'51', '0""E (Latitude:0', '310556; Longitude:32', '597500)', '  Overview The school is affiliated with the Muslim faith, but admission is based on academic performance and is open to any interested student, regardless of religious beliefs', ' The schools has a reputation of being a leading academic center with a history of sporting achievements', '  History Prince Badru Kakungulu, a Buganda Royal, who lived during the early 20th Century, donated the  on Kibuli Hill, where the school was constructed', ' The school was founded in 1959', '  Notable alumni The following are some of the prominent people who have gone through the school:  Nancy Kacungira - Journalist, reporter and presenter at BBC on Focus on Africa and World Business Report  Hakim Sendagire - Physician, microbiologist, biochemist and academic administrator', ' Current Dean, Habib Medical School  John Ssebaana Kizito - Former Mayor of Kampala  Moses Matovu, musician  Henry Tumukunde - Former Director, Internal Security Organization (ISO)  Muhammad Nsereko - Member of the Parliament of Uganda for Kampala Central', '  Moses Muhangi - President of Uganda Boxing Federation  Sarah Kanyike - Cabinet Minister for the elderly and disabled, effective July 2020', '  References  External links  Kibuli Secondary School: General Information  Fire Guts Kibuli Secondary School Dormitory   When Will New Katikkiro Visit Kibuli Mosque?  Category:Mixed schools in Uganda Category:1959 establishments in Uganda Category:Makindye Division Category:Schools in Kampala']","Overview The school is affiliated with the Muslim faith, but admission is based on academic performance and is open to any interested student, regardless of religious beliefs.The schools has a reputation of being a leading academic center with a history of sporting achievements"
UG-2014-7#-00000168,"['St', ' Aloysius College Nyapea is a boys-only boarding middle and high school located in Zombo District in the West Nile sub-region, in the Northern Region of Uganda', ' In the 1960s and 1970s the school was a seat of academic excellence', ' However, it fell on hard times in subsequent years, and as of 2018, was ""a shadow of its former self""', '  Location The school campus is situated in Nyapea, a town located approximately , by road, north-west of Paidha, at the international border with the Democratic Republic of the Congo', ' Nyapea is about , by road, south-east of Zombo, where the district headquarters are located', "" The geographical coordinates of the college are 02°27'31"", '0""N, 30°56\'53', '0""E (Latitude:2', '458611 Longitude:30', '948056)', '  History The school was founded in 1938 in Gulu District by the Brothers of the Sacred Heart (American Brothers), and was later relocated to Nyapea in Zombo District', '  In 2012, the government of Uganda allocated USh450 million (approx', "" US$180,000 at that time), to rehabilitate the school's dilapidated infrastructure"", "" The funds were sourced from the African Development Bank under the  bank's AfDB Four Grant Project"", '  However, the renovations were botched as only part of the work was done and what was done was determined to be substandard', "" Since then the Uganda's State House has commissioned a forensic audit of the school renovations"", '  Recent developments Supported by their Old Boys Association (Alumni Association), the school has started a slow academic comeback', ' Support comes in the form of student scholarships, mattresses, uniforms, books, and clothing', '  Prominent alumni Former students of Nyapea College include a former prime minister, current and former cabinet ministers, lawyers, academics, and sportsmen', ' Some of the prominent alumni of the school include:   Kania Mario Obiga: Member of Parliament for Terego County East, Arua District in the 10th Parliament (2016—2021) and State Minister for Internal Affairs in the Ugandan Cabinet', '  George Cosmas Adyebo (18 June 1947–19 November 2000): Prime Minister of Uganda, from 22 January 1991 until 18 November 1994', '  Dr Amos Nyathirombo: Medical doctor, who successfully carried out research on River Blindness', '  Fred Omach: Former State Minister for Finance (General Duties) in the Cabinet of Uganda', '  See also  Education in Uganda  List of schools in Uganda  References  External links 37 Hurt In Nyapea College Bullying As of 23 April 2004', ""  Category:Boarding schools in Uganda Category:Educational institutions established in 1938 Category:Boys' schools in Uganda Category:Secondary schools in Uganda Category:Education in Uganda Category:Zombo District Category:1938 establishments in the British Empire""]",Category:Boarding schools in Uganda Category:Educational institutions established in 1938 Category:Boys' schools in Uganda Category:Secondary schools in Uganda Category:Education in Uganda Category:Zombo District Category:1938 establishments in the British Empire
UG-2016-7Z-00000013,"['The Uganda Specialized Nursing University (USNU) is a planned private university in Uganda', ' When completed, the university will offer specialized nursing training to nurses from Uganda and neighboring countries', ""  Location The university campus would be located on Mulago Hill in the Kawempe Division of the city of Kampala, Uganda's capital and oldest city"", ' The land on which the university campus will stand is owned by the Uganda Nurses and Midwives Union, who also own the university', '  Overview As of June 2019, Uganda, a country with a population of over 40 million people, lacks an institution that offers specialized nursing training', ' When completed, USNU will offer specialized nursing training in such areas as (a) Cardiac nursing (b) Critical care nursing (c) Orthopedic nursing (d) Pediatric nursing (e) Neonatal nursing (f) Neurosurgery nursing (g) Trauma nursing  (h) Urology nursing (i) Dialysis nursing (j) Transplant surgery nursing (k) Emergency Room nursing and other specialized nursing disciplines', ' Before the establishment of USNU, government sent nurses to acquire specialized training outside the country, at considerable taxpayer expense', '  History In 1993, the Government of Uganda donated land on Mulago Hill to the Uganda Nurses and Midwives Union', "" Originally, the plan was to build the Union's headwaters on the site"", ' However in 2019, the Union plans to start the construction of USNU on that land', ' Funding for the construction is expected to come from the Ugandan government and donations', '  Academics The lecturers at the university are expected to be sourced from Uganda and from universities in the United States and Australia that are affiliated with the Uganda Nurses and Midwives Union', '  See also Education in Uganda List of universities in Uganda  References  External links  Website of Uganda Nurses and Midwives Union  Category:Education in Kampala Category:Kawempe Division Category:Central Region, Uganda Category:Universities and colleges in Uganda']","The land on which the university campus will stand is owned by the Uganda Nurses and Midwives Union, who also own the university"
UG-2016-7Z-00000530,"['The Fins Medical University (FMU) is a private university in Uganda, which offers undergraduate level training to healthcare workers from Uganda and neighboring countries', '  Location The university campus is located at 40 Riverside Road, in the neighborhood called Kahungabunyonyi Rwengoma B in the Central Part of Fort Portal City, in the north-western environs of the city of Fort Portal, in Kabarole District, in the Western Region of Uganda', "" The geographical coordinates of the university campus are:0°39'54"", '0""N, 30°15\'54', '0""E (Latitude:0', '665000; Longitude:30', '265000)', '  History In 2010, Victor Kalenzi and his wife Philomenah Kalenzi, established Fort Portal International Nursing School (FINS)', ' In May 2018, the institution was granted a university licence', ' It re-branded to Fins Medical University', '  This private university is the only one in Uganda that offers medical-related courses exclusively', ' It admits males and females, both Ugandan citizens and noncitizens', ' The pioneer class of Fins Medical University was admitted in August 2019', '  Academics As of June 2019, the following academic courses are on offer at Fins Medical University', ' (1) Bachelor of Science in Nursing (2) Bachelor of Science in Medical Education (3) Bachelor of Midwifery Science (4) Bachelor of Science in Public Health and (5) Bachelor of Biomedical Laboratory Technology', ' Other undergraduate degree courses are expected to be introduced in the 2020/2021 academic year', '  Other available courses include the following: (a) Diploma in Midwifery (b) Diploma in Nursing (c) Diploma in Public Health (d) Diploma in Medical Education (e) Diploma in Pharmacy (f) Diploma in Health Sciences Management (g) Diploma in Clinical Medicine and Public Health', '  See also Education in Uganda List of universities in Uganda  References  External links  Website of Fins Medical University  Category:Fort Portal Category:Kabarole District Category:Toro sub-region Category:Western Region, Uganda Category:Universities and colleges in Uganda Category:Educational institutions established in 2018 Category:2018 establishments in Uganda']","The Fins Medical University (FMU) is a private university in Uganda, which offers undergraduate level training to healthcare workers from Uganda and neighboring countries.Location The university campus is located at 40 Riverside Road, in the neighborhood called Kahungabunyonyi Rwengoma B in the Central Part of Fort Portal City, in the north-western environs of the city of Fort Portal, in Kabarole District, in the Western Region of Uganda.The geographical coordinates of the university campus are:0°39'54.Other undergraduate degree courses are expected to be introduced in the 2020/2021 academic year"
UG-2018-7Z-00000086,"['The Busitema Solar Power Station is a  solar power plant, under development in Uganda', '  Location The power station is located in Busia District in the Eastern Region of Uganda, on the main campus of Busitema University, a public university, approximately , by road, east of Kampala, the largest city and capital of Uganda', '  Overview This solar station is a donation from the government of Egypt to the government of Uganda', ' This followed the signing of bilateral agreements between the two countries in 2016', ' This was then followed by the signing of a memorandum of understanding between Abdel Fattah el-Sisi, the president of Egypt, and Yoweri Museveni, the president of Uganda, in May 2018', "" The power station is intended to increase Uganda's renewable energy pool, increase the supply of power to the Eastern Region, and serve as a teaching tool to university students studying renewable energy programs"", '  When completed, this power station will be the fourth solar power station connected to the Ugandan national electricity power grid, after the Soroti Solar Power Station, which came online in December 2015, the Tororo Solar Power Station, which was commissioned in October 2017, and the Kabulasoke Solar Power Station, which was commissioned in December 2018', '  Developers The solar power plant was developed by engineers from the Egyptian Ministry of Electric & Renewable Energy Authority', ' The senior engineer is Mohammed A', ' Abdel Aziz and the project manager is engineer Reda Shaban Ali', ' An Egyptian team, led by the two, performed an advance inspection and approved the site of the plant', '  The parties agreed for Egypt to provide the necessary equipment and engineering services while Uganda provides the  real estate where the plant is built', ' In addition, Uganda catered for the ground transportation and taxation of the donated equipment, from the port of Mombasa, Kenya to the project location in Uganda', '  See also  List of power stations in Uganda Electricity Regulatory Authority  References  External links  Uganda Energy Situation In 2014  Egypt, Uganda leaders discuss Nile water issue in Cairo As of 9 May 2018', '  Category:Solar power stations in Uganda Category:Eastern Region, Uganda Category:Energy infrastructure in Uganda Category:Energy infrastructure in Africa']","The power station is intended to increase Uganda's renewable energy pool, increase the supply of power to the Eastern Region, and serve as a teaching tool to university students studying renewable energy programs"
