DHSID_EA,water_index
CM-2018-7#-00000052,4.928571428571429
CM-2018-7#-00000336,1.6428571428571428
CM-2011-6#-00000329,2.1785714285714284
CM-2004-4#-00000113,
CM-2011-6#-00000376,4.904761904761905
CM-2011-6#-00000403,1.6666666666666667
CM-2018-7#-00000159,3.321428571428572
CM-2011-6#-00000180,4.928571428571429
CM-2011-6#-00000323,3.12
CM-2018-7#-00000106,2.392857142857143
CM-2011-6#-00000053,1.2142857142857142
CM-2004-4#-00000341,
CM-2018-7#-00000162,3.5357142857142856
CM-2004-4#-00000109,
CM-2011-6#-00000215,3.9565217391304346
CM-2018-7#-00000074,4.107142857142857
CM-2004-4#-00000284,
CM-2011-6#-00000229,1.7407407407407407
CM-2004-4#-00000005,
CM-2004-4#-00000037,
CM-2004-4#-00000120,
CM-2011-6#-00000284,3.857142857142857
CM-2004-4#-00000097,
