DHSID_EA,asset_index,sanitation_index,water_index,women_edu
AO-2015-7#-00000099,-3.5486500668012133,1.0384615384615383,1.0,1.0
AO-2006-5#-00000089,,,,0.8823529411764706
AO-2015-7#-00000526,-0.53309205567504,2.4615384615384617,4.0,1.0
AO-2011-6#-00000183,2.8789674595849606,4.294117647058823,4.970588235294118,14.06896551724138
AO-2011-6#-00000043,-3.7025563163475983,1.125,1.0,0.3181818181818182
AO-2015-7#-00000266,1.7408582087796936,3.423076923076923,4.076923076923077,5.545454545454546
AO-2015-7#-00000010,2.9108567035843245,4.846153846153846,5.0,5.291666666666667
AO-2011-6#-00000062,1.9131512481976527,3.875,4.84375,7.555555555555555
AO-2015-7#-00000496,-1.548537174262306,2.0,1.2692307692307692,3.684210526315789
AO-2015-7#-00000584,-2.2601473010083195,3.5,1.0,2.111111111111111
AO-2011-6#-00000191,2.0982726699594307,4.357142857142857,4.107142857142857,8.32
AO-2015-7#-00000160,0.8522241356386806,3.92,3.44,8.285714285714286
AO-2011-6#-00000210,1.1639238602767208,3.3783783783783785,4.162162162162162,7.416666666666667
AO-2015-7#-00000467,2.693392535276743,5.0,4.041666666666667,11.61111111111111
AO-2015-7#-00000216,-1.0684831111179618,2.8461538461538463,3.423076923076923,4.807692307692308
AO-2006-5#-00000033,,,,3.125
AO-2011-6#-00000156,-3.7816525118582462,1.0277777777777777,1.0,0.8333333333333334
AO-2006-5#-00000077,,,,4.5
AO-2015-7#-00000342,2.0565473301518544,4.730769230769231,4.6923076923076925,6.379310344827586
AO-2015-7#-00000152,1.7439278007425982,4.153846153846154,3.230769230769231,7.5
AO-2011-6#-00000171,-2.836668021137001,1.0277777777777777,3.111111111111111,0.95
AO-2015-7#-00000627,3.0472105183999343,5.0,5.0,8.666666666666666
AO-2015-7#-00000388,-3.5166832425636594,1.1538461538461535,1.0,2.076923076923077
AO-2015-7#-00000044,2.49096047928966,5.0,3.5,9.0
AO-2011-6#-00000197,1.441468026126122,3.628571428571429,4.485714285714286,8.145833333333334
AO-2015-7#-00000571,2.3902581978212774,4.28,4.36,5.162162162162162
AO-2015-7#-00000495,-0.8741270322535937,2.3846153846153846,3.769230769230769,7.5
