DHSID_EA,water_index
PE-2000-4#-00000398,
PE-2009-5Z-00000954,4.454545454545454
PE-2000-4#-00000094,
PE-2000-4#-00001343,
PE-2000-4#-00000518,
PE-2000-4#-00001161,
PE-2000-4#-00000089,
PE-2000-4#-00000115,
PE-2000-4#-00000207,
PE-2000-4#-00000559,
PE-2009-5Z-00000551,2.583333333333333
PE-2000-4#-00000939,
PE-2000-4#-00000982,
PE-2009-5Z-00000831,3.6666666666666665
PE-2009-5Z-00000900,4.5
PE-2000-4#-00001189,
PE-2009-5Z-00001040,4.818181818181818
PE-2009-5Z-00001085,4.36
PE-2009-5Z-00000384,4.818181818181818
PE-2000-4#-00000055,
PE-2009-5Z-00000940,4.0588235294117645
PE-2009-5Z-00000971,4.545454545454546
PE-2009-5Z-00000138,5.0
PE-2009-5Z-00000290,4.538461538461538
PE-2009-5Z-00000366,1.48
PE-2009-5Z-00000087,3.260869565217391
PE-2000-4#-00000340,
PE-2000-4#-00000197,
PE-2000-4#-00000887,
PE-2009-5Z-00000291,2.391304347826087
PE-2004-5#-00001184,1.8888888888888888
PE-2000-4#-00000895,
PE-2000-4#-00000886,
PE-2000-4#-00000535,
PE-2009-5Z-00000283,4.538461538461538
PE-2009-5Z-00000284,4.36
PE-2000-4#-00000261,
PE-2000-4#-00000335,
PE-2009-5Z-00000168,3.72
PE-2000-4#-00000350,
PE-2000-4#-00000349,
PE-2009-5Z-00000944,1.0
PE-2000-4#-00001183,
PE-2009-5Z-00000163,4.84
PE-2009-5Z-00000939,4.647058823529412
PE-2009-5Z-00000079,3.9565217391304346
PE-2000-4#-00000355,
PE-2009-5Z-00000068,4.478260869565218
PE-2009-5Z-00000077,2.739130434782609
PE-2009-5Z-00000824,4.833333333333333
PE-2009-5Z-00000822,5.0
PE-2000-4#-00001313,
PE-2000-4#-00001053,
PE-2000-4#-00001314,
PE-2009-5Z-00000073,4.478260869565218
PE-2000-4#-00000053,
PE-2009-5Z-00000577,4.2
PE-2000-4#-00001086,
PE-2000-4#-00001191,
PE-2000-4#-00000599,
PE-2009-5Z-00000167,4.851851851851852
PE-2000-4#-00000353,
PE-2009-5Z-00000932,5.0
PE-2000-4#-00000200,
PE-2000-4#-00000549,
PE-2009-5Z-00000334,1.0
PE-2000-4#-00000258,
PE-2000-4#-00000122,
PE-2009-5Z-00000701,4.714285714285714
PE-2009-5Z-00000451,1.1666666666666667
PE-2000-4#-00000550,
PE-2009-5Z-00000280,5.0
PE-2009-5Z-00000293,4.538461538461538
PE-2000-4#-00000333,
PE-2009-5Z-00000275,5.0
PE-2000-4#-00001096,
PE-2009-5Z-00000703,3.769230769230769
PE-2000-4#-00000141,
PE-2000-4#-00000351,
PE-2000-4#-00000149,
PE-2004-5#-00000417,
PE-2000-4#-00000074,
PE-2009-5Z-00000109,3.896551724137931
PE-2000-4#-00001174,
PE-2000-4#-00000128,
PE-2000-4#-00001199,
PE-2004-5#-00000205,4.466666666666667
PE-2004-5#-00000076,5.0
PE-2000-4#-00000352,
PE-2009-5Z-00000061,4.809523809523809
PE-2000-4#-00000032,
PE-2000-4#-00000092,
PE-2009-5Z-00000581,5.0
PE-2009-5Z-00000062,5.0
PE-2000-4#-00000249,
PE-2000-4#-00000371,
PE-2000-4#-00000435,
PE-2009-5Z-00000861,3.0
PE-2000-4#-00000133,
PE-2009-5Z-00000111,5.0
PE-2000-4#-00000430,
PE-2000-4#-00000691,
PE-2000-4#-00000407,
PE-2000-4#-00000079,
PE-2000-4#-00000078,
