DHSID_EA,water_index
CD-2013-6#-00000125,2.0294117647058822
CD-2007-5#-00000035,1.0
CD-2007-5#-00000248,5.0
CD-2007-5#-00000280,5.0
CD-2013-6#-00000025,1.0
CD-2013-6#-00000466,2.8529411764705883
CD-2007-5#-00000217,5.0
CD-2013-6#-00000093,3.411764705882353
CD-2013-6#-00000079,1.0
CD-2007-5#-00000202,1.0
CD-2007-5#-00000144,1.0
CD-2013-6#-00000113,1.0909090909090908
CD-2013-6#-00000185,1.1764705882352942
CD-2007-5#-00000123,1.0
CD-2013-6#-00000078,1.0
CD-2013-6#-00000280,1.0
CD-2013-6#-00000179,1.2058823529411764
CD-2013-6#-00000478,1.0
CD-2007-5#-00000229,5.0
CD-2013-6#-00000506,1.0
CD-2013-6#-00000261,4.78125
CD-2007-5#-00000125,1.0333333333333334
CD-2013-6#-00000508,1.088235294117647
CD-2007-5#-00000064,1.4230769230769231
CD-2013-6#-00000110,4.029411764705882
CD-2013-6#-00000494,1.0
CD-2007-5#-00000122,1.4827586206896552
CD-2007-5#-00000221,1.0
CD-2013-6#-00000246,1.0
CD-2013-6#-00000054,4.205882352941177
CD-2013-6#-00000498,2.176470588235294
CD-2007-5#-00000092,1.0
