DHSID_EA,asset_index
ZM-2013-6#-00000625,-2.316001709482038
ZM-2013-6#-00000265,-1.9996281765657973
ZM-2018-7#-00000334,-2.054133502907635
ZM-2007-5#-00000012,-1.7339204934917405
ZM-2013-6#-00000374,2.3517339347210617
ZM-2018-7#-00000247,-1.4182512919698762
ZM-2013-6#-00000436,1.6384419531961212
ZM-2018-7#-00000390,-1.1867047867203808
ZM-2013-6#-00000030,3.153411716303546
ZM-2013-6#-00000652,-3.0154284914408707
ZM-2018-7#-00000376,-1.6836188990922636
ZM-2018-7#-00000531,0.0207548064268098
ZM-2013-6#-00000284,-1.7420568471699789
