DHSID_EA,women_edu
PE-2000-4#-00000319,11.65
PE-2000-4#-00000579,13.23076923076923
PE-2000-4#-00000767,13.071428571428571
PE-2000-4#-00000839,8.7
PE-2000-4#-00000070,7.0
PE-2000-4#-00001069,8.333333333333334
PE-2000-4#-00001306,7.615384615384615
PE-2009-5Z-00000261,8.65625
PE-2009-5Z-00000219,13.214285714285714
PE-2009-5Z-00000027,6.235294117647059
PE-2000-4#-00000207,5.375
PE-2000-4#-00000821,9.28125
PE-2000-4#-00000001,8.142857142857142
PE-2009-5Z-00000214,11.714285714285714
PE-2000-4#-00000679,11.538461538461538
PE-2009-5Z-00000580,12.7
PE-2000-4#-00001142,8.166666666666666
PE-2000-4#-00000469,7.444444444444445
PE-2009-5Z-00000954,6.666666666666667
PE-2000-4#-00000175,12.521739130434783
PE-2009-5Z-00000176,12.9
PE-2000-4#-00000518,4.941176470588236
PE-2000-4#-00000115,12.125
PE-2000-4#-00000384,7.142857142857143
PE-2000-4#-00000939,4.153846153846154
PE-2009-5Z-00000831,8.777777777777779
PE-2009-5Z-00001040,8.133333333333333
PE-2009-5Z-00001085,10.333333333333334
PE-2009-5Z-00001131,4.411764705882353
PE-2000-4#-00000055,10.411764705882351
PE-2009-5Z-00000943,6.5625
PE-2009-5Z-00000971,8.0
PE-2009-5Z-00000617,12.444444444444445
PE-2009-5Z-00000599,13.428571428571429
PE-2009-5Z-00000472,11.5
PE-2000-4#-00000677,11.272727272727272
PE-2009-5Z-00000555,11.27777777777778
PE-2000-4#-00000982,11.6
PE-2009-5Z-00000679,12.285714285714286
PE-2000-4#-00000433,9.88
PE-2000-4#-00000691,10.571428571428571
PE-2009-5Z-00000635,13.0
PE-2009-5Z-00000186,7.523809523809524
PE-2000-4#-00000350,3.6666666666666665
PE-2000-4#-00000122,7.5
PE-2000-4#-00000102,5.0
PE-2009-5Z-00000896,10.333333333333334
PE-2009-5Z-00000082,6.041666666666667
PE-2000-4#-00000086,2.8421052631578947
PE-2000-4#-00000762,11.458333333333334
PE-2000-4#-00000756,12.545454545454543
PE-2009-5Z-00001046,8.882352941176471
PE-2000-4#-00000814,12.5
PE-2009-5Z-00000382,13.761904761904765
PE-2000-4#-00000725,12.0
PE-2009-5Z-00000270,12.263157894736842
PE-2009-5Z-00000482,13.173913043478262
PE-2000-4#-00000681,10.285714285714286
PE-2000-4#-00001027,8.714285714285714
PE-2009-5Z-00000541,11.318181818181818
PE-2000-4#-00001154,5.755555555555556
PE-2009-5Z-00000668,12.444444444444445
PE-2000-4#-00000988,4.823529411764706
PE-2000-4#-00001222,10.166666666666666
PE-2009-5Z-00000828,10.117647058823527
PE-2000-4#-00000085,5.875
PE-2009-5Z-00000927,11.615384615384617
PE-2009-5Z-00000391,11.157894736842104
PE-2009-5Z-00001080,8.142857142857142
PE-2000-4#-00001413,3.8461538461538463
PE-2009-5Z-00000466,6.9375
