DHSID_EA,water_index
DR-2013-6#-00002055,
DR-2007-5#-00002039,4.5
DR-2007-5#-00000219,4.130434782608695
DR-2007-5#-00001331,5.0
DR-2007-5#-00001700,2.217391304347826
DR-2007-5#-00000929,3.260869565217391
DR-2013-6#-00001863,
DR-2007-5#-00001227,2.4782608695652173
DR-2007-5#-00001108,4.954545454545454
DR-2007-5#-00002092,4.333333333333333
DR-2013-6#-00001834,
DR-2007-5#-00001833,5.0
DR-2013-6#-00001697,
DR-2007-5#-00000022,4.84
DR-2013-6#-00001846,
DR-2013-6#-00001390,
DR-2007-5#-00001380,4.833333333333333
