DHSID_EA,women_edu
AL-2017-7#-00000443,10.48148148148148
AL-2017-7#-00000352,13.636363636363637
AL-2008-5#-00000131,10.125
AL-2017-7#-00000435,9.5625
AL-2017-7#-00000327,12.8
AL-2008-5#-00000163,11.857142857142858
AL-2017-7#-00000548,10.80952380952381
AL-2017-7#-00000459,11.636363636363637
AL-2008-5#-00000175,11.9
AL-2017-7#-00000663,15.333333333333334
AL-2017-7#-00000378,8.935483870967742
AL-2017-7#-00000425,12.75
AL-2017-7#-00000349,14.681818181818182
AL-2008-5#-00000426,9.5625
AL-2008-5#-00000104,11.2
AL-2017-7#-00000691,14.764705882352942
AL-2017-7#-00000396,9.03125
AL-2008-5#-00000310,12.066666666666666
AL-2017-7#-00000445,8.181818181818182
AL-2017-7#-00000148,11.5
AL-2008-5#-00000370,13.4
AL-2017-7#-00000708,10.538461538461538
AL-2008-5#-00000035,10.23076923076923
AL-2008-5#-00000010,10.642857142857142
AL-2017-7#-00000131,15.642857142857142
AL-2017-7#-00000657,11.2
AL-2017-7#-00000377,10.666666666666666
AL-2008-5#-00000274,10.727272727272728
AL-2017-7#-00000376,14.91304347826087
AL-2008-5#-00000279,8.8
AL-2008-5#-00000137,9.85
AL-2017-7#-00000452,8.56
AL-2008-5#-00000420,10.0
AL-2017-7#-00000709,12.157894736842104
AL-2008-5#-00000044,9.64
AL-2017-7#-00000078,9.0
AL-2017-7#-00000573,12.733333333333333
AL-2017-7#-00000400,12.307692307692308
AL-2017-7#-00000309,12.77777777777778
AL-2017-7#-00000703,11.074074074074074
AL-2017-7#-00000301,14.2
AL-2017-7#-00000259,8.703703703703704
AL-2008-5#-00000023,8.0
AL-2017-7#-00000018,14.65
AL-2017-7#-00000088,5.0
AL-2008-5#-00000268,9.25
AL-2008-5#-00000294,8.846153846153847
AL-2017-7#-00000334,11.727272727272728
AL-2017-7#-00000340,11.63157894736842
AL-2017-7#-00000380,12.38095238095238
AL-2008-5#-00000172,7.555555555555555
AL-2017-7#-00000500,12.357142857142858
AL-2017-7#-00000547,12.08695652173913
AL-2008-5#-00000304,8.28
AL-2017-7#-00000557,7.571428571428571
AL-2017-7#-00000564,9.708333333333334
AL-2008-5#-00000164,10.0
AL-2017-7#-00000649,13.052631578947368
AL-2008-5#-00000341,10.27777777777778
AL-2017-7#-00000592,12.185185185185183
AL-2008-5#-00000307,8.666666666666666
AL-2017-7#-00000149,10.77777777777778
AL-2017-7#-00000432,9.91891891891892
AL-2017-7#-00000714,13.318181818181818
AL-2017-7#-00000678,11.620689655172416
AL-2017-7#-00000015,13.5
AL-2008-5#-00000070,9.285714285714286
AL-2017-7#-00000664,15.142857142857142
AL-2017-7#-00000325,10.714285714285714
AL-2008-5#-00000132,
AL-2008-5#-00000033,9.428571428571429
AL-2017-7#-00000538,15.88888888888889
AL-2017-7#-00000499,11.45
AL-2008-5#-00000313,8.8
AL-2017-7#-00000141,17.066666666666666
AL-2017-7#-00000120,16.2
AL-2017-7#-00000353,13.48
AL-2008-5#-00000326,11.142857142857142
AL-2008-5#-00000306,
AL-2017-7#-00000323,13.28
AL-2008-5#-00000169,11.5
AL-2017-7#-00000622,17.58823529411765
AL-2017-7#-00000483,15.76923076923077
AL-2017-7#-00000351,12.821428571428571
AL-2008-5#-00000081,12.058823529411764
AL-2017-7#-00000516,13.714285714285714
AL-2008-5#-00000045,9.04
AL-2008-5#-00000395,11.2
AL-2008-5#-00000317,9.0
AL-2017-7#-00000143,13.6
AL-2017-7#-00000698,13.352941176470589
AL-2017-7#-00000694,13.272727272727272
AL-2017-7#-00000595,8.157894736842104
AL-2008-5#-00000366,12.909090909090908
AL-2017-7#-00000332,13.227272727272728
AL-2008-5#-00000448,13.0
AL-2017-7#-00000227,11.89655172413793
AL-2017-7#-00000384,10.75
AL-2008-5#-00000379,12.272727272727272
AL-2017-7#-00000198,14.647058823529411
AL-2017-7#-00000519,15.678571428571429
AL-2008-5#-00000327,12.181818181818182
AL-2008-5#-00000358,12.0
AL-2017-7#-00000625,17.25
AL-2017-7#-00000587,17.0
AL-2017-7#-00000600,16.666666666666668
AL-2017-7#-00000242,13.8
AL-2017-7#-00000067,12.25
AL-2017-7#-00000091,10.241379310344827
AL-2017-7#-00000523,12.058823529411764
AL-2017-7#-00000315,14.92
AL-2008-5#-00000352,12.714285714285714
AL-2008-5#-00000014,10.27777777777778
AL-2017-7#-00000616,14.23076923076923
AL-2017-7#-00000305,14.352941176470589
AL-2008-5#-00000278,9.107142857142858
AL-2017-7#-00000518,13.51851851851852
AL-2017-7#-00000590,17.0
AL-2017-7#-00000025,12.941176470588236
AL-2017-7#-00000623,15.833333333333334
AL-2017-7#-00000379,11.894736842105264
