DHSID_EA,water_index
BD-2011-6#-00000194,
BD-2014-7#-00000277,1.1333333333333333
BD-2017-7Z-00000250,4.925925925925926
BD-2017-7Z-00000337,1.7407407407407407
BD-2000-4#-00000435,
BD-2007-5#-00000153,3.0689655172413794
BD-2017-7Z-00000175,3.066666666666667
BD-2000-4#-00000268,
BD-2017-7Z-00000247,4.5
BD-2014-7#-00000164,3.5
BD-2000-4#-00000496,
BD-2014-7#-00000272,5.0
BD-2007-5#-00000244,3.0
BD-2011-6#-00000039,
BD-2014-7#-00000077,3.0
BD-2011-6#-00000167,
BD-2014-7#-00000590,2.7586206896551726
BD-2011-6#-00000110,
BD-2014-7#-00000160,3.3448275862068964
BD-2011-6#-00000309,
BD-2011-6#-00000355,
BD-2014-7#-00000339,3.0
BD-2014-7#-00000123,3.0
BD-2007-5#-00000055,3.0
BD-2011-6#-00000197,
BD-2014-7#-00000159,3.814814814814815
BD-2017-7Z-00000269,3.0
BD-2017-7Z-00000423,3.0689655172413794
BD-2011-6#-00000151,
BD-2011-6#-00000443,
BD-2017-7Z-00000254,3.0
BD-2017-7Z-00000345,3.0
BD-2014-7#-00000117,3.107142857142857
BD-2017-7Z-00000244,4.620689655172414
BD-2007-5#-00000290,3.0
BD-2017-7Z-00000427,3.0
BD-2011-6#-00000211,
BD-2011-6#-00000559,
BD-2000-4#-00000363,
BD-2011-6#-00000191,
BD-2000-4#-00000185,
BD-2017-7Z-00000647,3.0689655172413794
BD-2014-7#-00000137,3.0
BD-2011-6#-00000540,
BD-2014-7#-00000573,3.0
BD-2014-7#-00000144,3.0
BD-2017-7Z-00000621,3.4
BD-2004-4Z-00000082,
BD-2007-5#-00000303,3.08
BD-2000-4#-00000428,
BD-2017-7Z-00000255,4.793103448275862
BD-2014-7#-00000192,3.0
BD-2004-4Z-00000522,
BD-2014-7#-00000143,3.0689655172413794
BD-2000-4#-00000282,
BD-2017-7Z-00000514,3.357142857142857
BD-2011-6#-00000477,
BD-2011-6#-00000168,
BD-2011-6#-00000326,
BD-2007-5#-00000163,4.846153846153846
BD-2014-7#-00000096,3.0
