DHSID_EA,asset_index
IA-2015-7#-00140065,2.186015363374131
IA-2015-7#-00350185,2.7171128584476607
IA-2015-7#-00311044,2.416182201291018
IA-2015-7#-00311257,2.6162630557868463
IA-2015-7#-00070879,0.5908592447464761
IA-2015-7#-00170057,2.599492330200247
IA-2015-7#-00310910,2.221962494521004
IA-2015-7#-00360174,2.997708338595541
IA-2015-7#-00311246,2.3885126147075275
IA-2015-7#-00350400,2.7357876140381325
IA-2015-7#-00070681,1.872857204992134
IA-2015-7#-00310440,2.826213429077146
IA-2015-7#-00201135,0.5774743289802963
IA-2015-7#-00140623,-0.5391203382120404
IA-2015-7#-00350267,2.0599815537462987
IA-2015-7#-00191227,-0.1932115742784895
IA-2015-7#-00160738,2.100029602005156
IA-2015-7#-00051484,-0.3132917643384423
IA-2015-7#-00350401,-0.7015883071208265
IA-2015-7#-00020383,0.9054677450957452
IA-2015-7#-00110146,2.8843294536896087
IA-2015-7#-00310492,2.7324706869869697
IA-2015-7#-00161011,2.7212197037702777
IA-2015-7#-00191544,2.245486669515944
IA-2015-7#-00120332,1.8146381917839431
IA-2015-7#-00200031,2.316152820565843
IA-2015-7#-00311115,0.1830085597417517
IA-2015-7#-00331069,-0.2069857645274997
IA-2015-7#-00050537,1.2672387063986132
IA-2015-7#-00270249,0.1951162136524265
IA-2015-7#-00360429,2.842254219706363
IA-2015-7#-00260005,-0.9978967182099764
IA-2015-7#-00350042,-0.3896846186220454
IA-2015-7#-00311042,1.9612626599227727
IA-2015-7#-00050160,-1.0698174349478704
IA-2015-7#-00020860,2.825150764453956
IA-2015-7#-00310733,2.2778647567766384
IA-2015-7#-00201171,2.611430018246602
IA-2015-7#-00360221,1.8953968801333527
IA-2015-7#-00170411,2.789136105459698
IA-2015-7#-00120285,0.5647176531286879
IA-2015-7#-00030490,2.187138695076449
IA-2015-7#-00170428,2.493980402139048
IA-2015-7#-00310902,2.504994119282605
IA-2015-7#-00140275,0.1704415679397904
IA-2015-7#-00170490,2.6022331515871824
IA-2015-7#-00350144,-0.1831274650380362
IA-2015-7#-00170230,2.5431219212573377
IA-2015-7#-00040997,-0.2544533595937066
IA-2015-7#-00041151,-0.2002909555633822
IA-2015-7#-00260197,-2.420365315049631
IA-2015-7#-00333875,0.8194965170249743
IA-2015-7#-00170504,2.4725175392497176
IA-2015-7#-00140475,2.6304876904261607
IA-2015-7#-00261183,0.2663673905825623
IA-2015-7#-00170060,2.9142039176390258
IA-2015-7#-00170257,2.597401074299916
IA-2015-7#-00310584,2.6686367800945203
IA-2015-7#-00170215,2.8047499678322314
IA-2015-7#-00170016,2.401591292760724
IA-2015-7#-00250256,2.8909193950242416
IA-2015-7#-00020908,2.9904120725144687
IA-2015-7#-00170191,2.863796427693754
IA-2015-7#-00332617,2.601669921697357
IA-2015-7#-00190970,3.029520789781923
IA-2015-7#-00191460,1.3573151265649677
IA-2015-7#-00280661,2.4322665134797767
IA-2015-7#-00120870,1.9520105030218096
IA-2015-7#-00250381,2.4639679317262635
IA-2015-7#-00310784,2.584136830123448
IA-2015-7#-00310455,1.9736653333962475
IA-2015-7#-00332169,-2.2278038777073013
IA-2015-7#-00360038,2.750905903685418
IA-2015-7#-00150902,2.3875684064056526
IA-2015-7#-00110557,3.0384936217680623
IA-2015-7#-00140321,0.0960567221656793
IA-2015-7#-00110136,1.3771264684411486
IA-2015-7#-00170309,3.0721972645169444
IA-2015-7#-00260841,1.5726151503161652
IA-2015-7#-00310327,2.3119826600457394
IA-2015-7#-00250108,2.1457008022978035
IA-2015-7#-00170468,1.732170871586856
IA-2015-7#-00010179,1.1789903134168922
IA-2015-7#-00310622,2.0547755778585497
IA-2015-7#-00310593,1.406299036607979
IA-2015-7#-00250035,2.8766451898100365
IA-2015-7#-00160250,1.5707268552713334
IA-2015-7#-00310028,2.637917749560053
IA-2015-7#-00311199,0.8787769781819226
IA-2015-7#-00100070,2.80009414360676
IA-2015-7#-00200244,1.0789214087371175
IA-2015-7#-00110700,0.0696017340854749
IA-2015-7#-00130244,2.394917327220977
IA-2015-7#-00040717,2.292119729338292
IA-2015-7#-00200029,0.9544990909113126
IA-2015-7#-00330457,3.005540203150858
IA-2015-7#-00230385,2.4599041351725632
IA-2015-7#-00250303,2.8660302364603107
IA-2015-7#-00160756,1.7909782252201198
IA-2015-7#-00350749,0.0005517234592741
IA-2015-7#-00160178,2.0536407784524737
IA-2015-7#-00170348,2.210519128111601
IA-2015-7#-00360117,0.5758856441844488
IA-2015-7#-00280695,2.822199986159722
IA-2015-7#-00310053,2.606849827789512
IA-2015-7#-00201284,2.307183288463869
IA-2015-7#-00140716,1.5617339318955668
IA-2015-7#-00280240,2.772272380180059
IA-2015-7#-00310136,2.896851390662516
IA-2015-7#-00250224,2.952089240645252
IA-2015-7#-00110582,3.3135143658823463
IA-2015-7#-00110239,0.9068855709590756
IA-2015-7#-00200108,1.402739359977825
IA-2015-7#-00230620,2.7171169892973546
IA-2015-7#-00280467,1.825643050132281
IA-2015-7#-00300278,2.668980744494557
IA-2015-7#-00040458,-0.061118807488914
IA-2015-7#-00350237,2.4924352508574565
IA-2015-7#-00340393,2.516630941736575
IA-2015-7#-00140373,0.184131966692011
IA-2015-7#-00110936,2.149862283382425
IA-2015-7#-00340761,-0.9924324970999104
IA-2015-7#-00260863,0.1496070115772377
IA-2015-7#-00170012,2.192583777300591
IA-2015-7#-00140330,-0.1060395403387498
IA-2015-7#-00310410,1.4880353592431823
IA-2015-7#-00020389,1.913763784304078
IA-2015-7#-00170014,1.9229396836022945
IA-2015-7#-00030771,2.5385823235785847
IA-2015-7#-00190821,-0.2236517518287161
IA-2015-7#-00332570,2.3109398305006503
IA-2015-7#-00334077,0.7018948004791469
IA-2015-7#-00200542,3.093820891184178
IA-2015-7#-00170071,0.1088361443658905
IA-2015-7#-00335861,-1.8750136467681373
IA-2015-7#-00331828,0.6347443362982095
IA-2015-7#-00160279,0.6031232688067119
IA-2015-7#-00160572,1.6605257319226654
IA-2015-7#-00200324,3.017104743561808
IA-2015-7#-00110478,2.9215175302367835
IA-2015-7#-00060100,2.932730396896465
IA-2015-7#-00160488,2.340886945468584
IA-2015-7#-00030497,2.56999264381933
IA-2015-7#-00332776,1.3698879559606163
IA-2015-7#-00030811,1.4957050078832974
IA-2015-7#-00130530,2.1689110474590456
IA-2015-7#-00030669,0.6171211750569233
IA-2015-7#-00030017,2.115328408850225
IA-2015-7#-00311293,2.748410400961396
IA-2015-7#-00040255,2.2560806285840576
IA-2015-7#-00030383,0.194047328312253
IA-2015-7#-00170104,2.101290761588055
IA-2015-7#-00160232,2.968989690153018
IA-2015-7#-00350286,-0.6722523116555044
IA-2015-7#-00201367,0.6490460613455818
IA-2015-7#-00200462,2.9489188686194945
IA-2015-7#-00030258,2.35614235336818
IA-2015-7#-00310352,2.759350752201302
IA-2015-7#-00311190,2.059540254425247
IA-2015-7#-00311189,1.9051444801327209
IA-2015-7#-00020592,2.557239037297573
IA-2015-7#-00340331,2.2662585078815303
IA-2015-7#-00310054,1.8335069183050188
IA-2015-7#-00160360,2.6335673297743143
IA-2015-7#-00161121,-1.5040869448543717
IA-2015-7#-00160648,2.2119475151873385
IA-2015-7#-00320312,-0.5185473464763504
IA-2015-7#-00250326,2.83811622892812
IA-2015-7#-00350489,2.6009205801556856
