DHSID_EA,asset_index
NP-2006-5#-00000507,-1.1584225877180565
NP-2016-7Z-00000033,-1.9103099014734315
NP-2001-4#-00005102,
NP-2006-5#-00004201,-0.9970154652757116
NP-2016-7Z-00000123,2.8037480831128416
NP-2016-7Z-00000207,0.7204729000727013
NP-2011-6#-00000907,-0.6511697332084936
NP-2016-7Z-00000158,0.3736894970568951
NP-2006-5#-00000303,-0.2607433306395378
NP-2016-7Z-00000118,2.382567661510125
NP-2001-4#-00002703,
NP-2001-4#-00002707,
NP-2016-7Z-00000224,2.4756991922439826
NP-2006-5#-00001601,-2.1037233216660547
NP-2011-6#-00000607,0.7612592649629433
NP-2001-4#-00003502,
NP-2016-7Z-00000271,-0.0553482400861613
NP-2006-5#-00004301,-1.8034080794198044
NP-2006-5#-00000403,-1.202974880753204
NP-2011-6#-00002705,2.21376286461276
NP-2001-4#-00000605,
NP-2006-5#-00002502,2.405633536031196
NP-2016-7Z-00000110,-1.944790213049044
NP-2016-7Z-00000319,-1.5239694500488536
NP-2016-7Z-00000012,1.56723791013665
NP-2001-4#-00004001,
NP-2016-7Z-00000169,0.7831089207286033
NP-2016-7Z-00000171,-0.0624063091365274
NP-2001-4#-00002404,
NP-2011-6#-00005602,-0.3913088414910793
NP-2011-6#-00003508,-0.3230261094487804
NP-2001-4#-00002705,
NP-2001-4#-00003603,
NP-2001-4#-00005101,
NP-2011-6#-00005904,-1.0776561231459527
NP-2011-6#-00001201,-2.051547830431041
NP-2006-5#-00005001,-2.5356850687952863
NP-2016-7Z-00000214,-0.0725193859775808
NP-2001-4#-00003901,
NP-2011-6#-00003902,0.5941176666877956
NP-2006-5#-00003801,2.213313119888944
NP-2006-5#-00004002,2.040888588597773
NP-2016-7Z-00000205,0.3114435532957693
NP-2001-4#-00001102,
NP-2016-7Z-00000089,0.2592217697201388
NP-2016-7Z-00000063,-0.3555068020048909
NP-2001-4#-00000104,
NP-2011-6#-00000201,-1.7956035823622334
NP-2001-4#-00000201,
NP-2001-4#-00003902,
NP-2011-6#-00000702,-0.6899925440734823
NP-2006-5#-00000404,-0.7100775187658234
NP-2006-5#-00003204,-1.3354938854663427
NP-2006-5#-00003202,-2.6004561506916053
NP-2011-6#-00007004,-1.5012948701370052
NP-2006-5#-00002501,-0.4546711103163055
NP-2011-6#-00000404,0.1949736154533022
NP-2001-4#-00001302,
NP-2001-4#-00001103,
NP-2011-6#-00001101,-1.2356796234001377
NP-2016-7Z-00000091,-0.207653706475221
NP-2011-6#-00002711,2.1296945172045576
NP-2016-7Z-00000002,0.3588372442956595
NP-2016-7Z-00000149,0.3027136860770192
NP-2016-7Z-00000130,2.180587045603303
NP-2006-5#-00007203,-2.129727744613952
NP-2001-4#-00000506,
NP-2001-4#-00007107,
NP-2011-6#-00005610,-0.9165987983257144
NP-2016-7Z-00000321,-0.8075002821302207
NP-2006-5#-00001801,-2.301778611504764
NP-2001-4#-00001706,
NP-2016-7Z-00000233,2.8457608410354163
NP-2016-7Z-00000168,1.1224968002616975
NP-2001-4#-00003103,
NP-2006-5#-00000602,-2.451172657553581
NP-2016-7Z-00000020,0.176536166356543
NP-2016-7Z-00000216,0.0985787193964606
NP-2016-7Z-00000217,0.6381755367735925
NP-2001-4#-00003404,
NP-2011-6#-00002303,-1.0428833804478188
NP-2001-4#-00002303,
NP-2011-6#-00002305,-1.6318570184421752
NP-2006-5#-00004702,-0.5871685119747263
NP-2001-4#-00004702,
NP-2006-5#-00000202,2.0080315959324984
NP-2011-6#-00000101,-0.0558991176503338
NP-2001-4#-00000202,
NP-2006-5#-00003501,-0.6372407751214828
NP-2006-5#-00007402,-0.72471322847193
NP-2006-5#-00007002,-3.64451455839132
NP-2011-6#-00007404,-0.7007920980791249
NP-2016-7Z-00000196,2.3977762180028632
NP-2016-7Z-00000141,1.4488027686631244
NP-2016-7Z-00000142,1.179554822038632
NP-2011-6#-00003505,1.2586596044976337
NP-2001-4#-00003501,
NP-2016-7Z-00000166,0.2803860884748114
NP-2011-6#-00007001,-1.0883796043177327
NP-2001-4#-00005703,
NP-2016-7Z-00000276,-1.1318426494770175
NP-2011-6#-00005701,1.6638807704479228
NP-2006-5#-00005701,-2.733879404432794
NP-2011-6#-00002716,1.8566624540255925
NP-2001-4#-00000501,
NP-2006-5#-00000405,0.0355510599753557
NP-2016-7Z-00000132,1.69731017881488
NP-2011-6#-00002714,1.9960853315285056
NP-2001-4#-00005701,
NP-2016-7Z-00000244,1.7754334155211045
NP-2006-5#-00005702,-2.6841568773173456
NP-2001-4#-00005804,
NP-2001-4#-00005704,
NP-2001-4#-00005602,
NP-2001-4#-00005702,
NP-2006-5#-00005703,-1.3251928239602695
NP-2016-7Z-00000198,0.2907769743408687
NP-2016-7Z-00000039,1.2460417225206455
NP-2001-4#-00004804,
NP-2016-7Z-00000195,2.1028675520765754
NP-2016-7Z-00000226,1.6497468751828697
NP-2006-5#-00004801,0.5698535675091112
NP-2016-7Z-00000156,0.0595858132773155
NP-2001-4#-00002501,
NP-2006-5#-00001002,-2.405283630527686
NP-2006-5#-00006601,-1.2221518632976107
NP-2006-5#-00002302,-1.7449807472404333
NP-2006-5#-00002703,2.118714138142348
NP-2011-6#-00002902,0.2493991164824994
NP-2016-7Z-00000211,0.7794009375725451
NP-2016-7Z-00000262,-2.115723845913997
NP-2006-5#-00003902,-1.916477884660305
NP-2016-7Z-00000253,1.0857077543597946
NP-2001-4#-00000302,
NP-2016-7Z-00000030,0.1119041017668556
NP-2011-6#-00000302,-1.8994785078937264
NP-2006-5#-00002711,1.0822036448254952
NP-2016-7Z-00000119,2.3652674076660465
NP-2016-7Z-00000079,1.179267658700391
NP-2016-7Z-00000111,-2.5579676026990543
NP-2011-6#-00001301,1.77392043119839
NP-2011-6#-00001302,-1.067412750871214
NP-2016-7Z-00000187,2.63601178906523
NP-2001-4#-00002901,
NP-2011-6#-00002901,-1.424606473870498
NP-2006-5#-00002802,-3.358288165227047
NP-2001-4#-00001303,
NP-2006-5#-00001804,-1.9107901259178288
NP-2006-5#-00002503,2.229928398564004
NP-2011-6#-00004804,1.2632313176400696
NP-2011-6#-00006201,0.6682576140635695
NP-2006-5#-00006702,-2.5923709135833337
NP-2016-7Z-00000360,0.0191871188841177
NP-2006-5#-00002205,-0.0445428274219446
