DHSID_EA,women_edu
JO-2012-6Z-00000127,10.615384615384617
JO-2007-5#-00000151,7.1
JO-2007-5#-00000352,10.77777777777778
JO-2002-4#-00000100,10.2
JO-2007-5#-00000148,5.3125
JO-2002-4#-00000047,4.4375
JO-2007-5#-00000458,1.4444444444444444
JO-2007-5#-00000358,6.454545454545454
JO-2007-5#-00000351,6.75
JO-2007-5#-00000896,10.125
JO-2007-5#-00000604,6.9
JO-2007-5#-00000610,9.666666666666666
JO-2002-4#-00000429,10.083333333333334
JO-2017-7#-00000433,11.333333333333334
JO-2002-4#-00000421,7.076923076923077
JO-2002-4#-00000025,11.0
JO-2007-5#-00000055,12.11111111111111
JO-2012-6Z-00000739,13.444444444444445
JO-2007-5#-00000481,11.416666666666666
JO-2017-7#-00000748,7.52
JO-2012-6Z-00000006,9.0
JO-2012-6Z-00000119,4.45
JO-2002-4#-00000107,8.6
JO-2007-5#-00000064,11.857142857142858
JO-2007-5#-00000609,5.764705882352941
JO-2012-6Z-00000008,13.5
JO-2017-7#-00000879,9.72222222222222
JO-2007-5#-00000155,13.166666666666666
JO-2002-4#-00000193,13.0
JO-2012-6Z-00000751,9.0
JO-2007-5#-00000899,4.722222222222222
JO-2012-6Z-00000012,11.090909090909092
JO-2017-7#-00000403,11.533333333333331
JO-2007-5#-00000247,14.25
JO-2017-7#-00000090,12.666666666666666
JO-2002-4#-00000101,6.8
JO-2002-4#-00000016,11.625
JO-2017-7#-00000265,11.090909090909092
JO-2017-7#-00000200,14.9375
JO-2007-5#-00000318,8.133333333333333
JO-2017-7#-00000003,13.0
JO-2017-7#-00000414,12.0
JO-2012-6Z-00000790,12.352941176470589
JO-2012-6Z-00000072,13.333333333333334
JO-2012-6Z-00000765,11.666666666666666
JO-2007-5#-00000041,12.142857142857142
JO-2017-7#-00000258,6.111111111111111
JO-2012-6Z-00000798,9.0
JO-2002-4#-00000357,13.75
JO-2012-6Z-00000063,12.714285714285714
